Sentence #,sylhet_word,bio_tag
,আমি,O
,ছাত্তি,B-OBJ
,আনতে,O
,বুলি,O
,গেছি,O
Sentence: 462,আমি,O
,প্রতিদিন,O
,ফুটবল,B-OBJ
,খেলাত,O
,যাই,O
Sentence: 661,তুমিতাইন,O
,কিতা,O
,গেছলায়,O
,নি,O
Sentence: 1824,মোর,O
,দুইদিন,O
,ধরি,O
,সর্দি,O
,আর,O
,কাওয়ানি,O
Sentence: 338,আফনে,O
,খুব,O
,সুন্দর,O
,খরি,O
,সমস্যাটার,O
,সমাধান,O
,করছইন,O
Sentence: 623,তোরে,O
,ধন্যবাদ,O
,ওলা,O
,বালা,O
,একটা,O
,বই,B-OBJ
,ওর,O
,খোঁজ,O
,আমারে,O
,দেওনের,O
,লাগি,O
Sentence: 1809,অউ,O
,মনা,O
,ইগু,O
,বাক্কা,O
,বেমারি,O
Sentence: 2801,আমি,O
,ভাত,B-FOOD
,খাইতাম,O
,না,O
Sentence: 1865,বাংলাদেশে,B-LOC
,জনপ্রিয়,O
,সবজি,B-FOOD
,অন্যতম,O
,লাউ,B-FOOD
,যেটা,O
,এখন,O
,হারা,O
,বছর,O
,মিলে,O
Sentence: 2939,পাও,O
,বেদনা,O
,করের,O
Sentence: 3390,তারা,O
,তিঙ্গু,O
,ভাই,O
,আছিলো,O
Sentence: 2671,বউত,O
,খারাপ,O
,লাগের,O
Sentence: 1682,কিন্তু,O
,বাচানি,O
,গেছে,O
,না,O
Sentence: 3330,তুমাইতাইন,O
,ওর,O
,হাসির,O
,প্রমো,O
,পরি,O
,গেছি,O
,আমি,O
Sentence: 1204,আমরার,O
,তিন,O
,বৎসরর,O
,সংসার,O
,হুরুতা,B-REL
,অইছে,O
,না,O
Sentence: 1299,হখল,O
,কাম,O
,মুই,O
,খরি,O
,তাইন,O
,এখটা,O
,কামও,O
,খরইন,O
,না,O
,তাও,O
,আমরা,O
,ভালা,O
,নায়,O
Sentence: 3225,নিজর,O
,ফরিবার,O
,লইয়া,O
,বইন,O
Sentence: 706,আমি,O
,ছবি,O
,তুলতে,O
,বালা,O
,ফাই,O
Sentence: 1060,আফনে,O
,এখটা,O
,সাহায্য,O
,পাইড়া,O
,পুলিশর,B-ROLE
,ধার,O
,থাকি,O
Sentence: 2915,আমি,O
,আচলাম,O
Sentence: 1690,ছোট,B-REL
,বইনে,I-REL
,চিল্লাইয়া,O
,উঠলো,O
,দারুণ,O
Sentence: 1467,মোর,O
,হাই,B-REL
,বাসাত,O
,আইলেউ,O
,মোর,O
,কুছো,O
,মাথা,O
,রাখে,O
Sentence: 650,রাইত,B-FOOD
,ওর,I-FOOD
,খানিটা,O
,খাইয়াউ,O
,ঘুমাই,O
,রইলাম,O
Sentence: 257,মোর,O
,খতা,O
,এখান,O
,অউ,O
,ফুয়াইন্তর,O
,লগে,O
,কিওর,O
,দরখার,O
,থাকতো,O
,পারে।,O
Sentence: 3271,এখ,O
,হুরু,B-REL
,বইন,I-REL
Sentence: 2566,খাওয়ন,O
,শেষ,O
,কইরা,O
,তার,O
,দিক্কা,O
,গেল,O
Sentence: 839,আমার,O
,দিকে,O
,তো,O
,আর,O
,চাও,O
,না,O
,চউখ,O
,থাকে,O
,অইন্য,O
,ফুরিন্তোর,O
,ওবায়,O
Sentence: 1620,পুতুল,B-OBJ
,ওর,O
,ওতার,O
,লাগিউ,O
,খুব,O
,মন,O
,খারাপ,O
Sentence: 3341,আমার,O
,একবারেও,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1453,কিলান,O
,আছলাম,O
,আর,O
,কিলান,O
,অইলাম,O
Sentence: 2421,ফতম,O
,দিকে,O
,আফনারে,O
,আমি,O
,ভালা,O
,ফাইতাম,O
,না,O
Sentence: 1605,কমলাপুর,B-LOC
,রেলস্টেশন,I-LOC
,তনে,O
,বইন,B-REL
,ওর,O
,বাসাত,I-LOC
,আইছি,O
Sentence: 2519,শিমুর,B-PER
,আকাশী,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 177,চল,O
,দুইজনে,O
,হাতো,O
,ধরিয়া,O
,হারাই,O
,যাই,O
Sentence: 1334,তে,O
,তান,O
,থাকি,O
,আলেদা,O
,অই,O
,যাইমু,O
Sentence: 266,পছন্দ,O
,খরিয়াও,O
,পরিবারর,O
,মাইধ্যমে,O
,বিয়া,O
,খরি,O
,আনছে,O
Sentence: 1130,মুই,O
,হখলতা,O
,বুজিয়া,O
,পেরেম,O
,খরাত,O
,গেলাম,O
Sentence: 2305,আইজ,O
,গরিব,O
,বলিয়া,O
,কেউ,O
,আমারে,O
,ভালাফায়,O
,না,O
Sentence: 3411,আইজ,O
,আমার,O
,জন্মদিন,O
Sentence: 3001,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
,না,O
Sentence: 2399,তোমার,O
,কিতা,O
,মাথাত,O
,বেদনা,O
,করের,O
,নি,O
Sentence: 740,তুমিতাইন,O
,কিতা,O
,রান্তায়,O
,ফারো,O
,নি,O
Sentence: 1696,একটা,O
,শব্দ,O
,র,O
,বউত,O
,লাকান,O
,অর্থ,O
,থাকতো,O
,ফারে,O
Sentence: 1801,গরমর,O
,দিনো,O
,গুছল,O
,না,O
,খরিয়া,O
,এখ,O
,দিনো,O
,টিকা,O
,মুশকিল,O
Sentence: 485,তুমি,O
,ওনো,O
,থাকলে,O
,আমি,O
,খুশি,O
Sentence: 1540,আমরার,O
,নাম,O
,ওর,O
,দরকার,O
,লাগে,O
,না,O
Sentence: 2292,আমার,O
,বন্ধুরা,B-REL
,হাচাও,O
,ভালা,O
,মনের,O
,মানুষ,O
Sentence: 2147,মোর,O
,সকালে,O
,উঠিয়া,O
,বই,B-OBJ
,পরতে,O
,অনেক,O
,ভালা,O
,লাগে,O
Sentence: 3302,আমি,O
,মেধাবী,O
,আছিলাম,O
Sentence: 2014,আমি,O
,আফনার,O
,লগে,O
,আছি,O
Sentence: 741,তুমিতাইন,O
,ওর,O
,হাত,O
,ওর,O
,লেখা,O
,যে,O
,সুন্দর,O
Sentence: 3468,ডরাইছলাম,O
,আমি,O
Sentence: 1307,মুই,O
,মোর,O
,বাফ,B-REL
,মার,B-REL
,একমাত্র,O
,সন্তান,B-REL
Sentence: 1942,বাক্কাদিন,O
,পরে,O
,আফনার,O
,লগে,O
,দেখা,O
Sentence: 615,তুমিতাইন,O
,কোন,O
,বিষয়,O
,ও,O
,পড়রায়,O
Sentence: 595,আইজ,O
,দুপুরি,O
,বেলা,O
,আমরার,O
,দাওয়াত,O
,আছে,O
Sentence: 1111,যত,O
,জলদি,O
,সম্ভব,O
,বিয়ার,O
,ব্যবস্থা,O
,খরো,O
Sentence: 3110,চুলগুন,O
,যে,O
,লম্বা,O
Sentence: 133,মোর,O
,বন্দু,B-REL
,মোর,O
,লাগি,O
,এখটা,O
,লাল,B-COL
,গোলাপ,B-OBJ
,কিনিয়া,O
,দিছে,O
Sentence: 2497,তুমি,O
,কি,O
,আমারে,O
,এক,O
,গ্লাস,B-OBJ
,ফানি,B-FOOD
,এনে,O
,দিতায়,O
,ফারবা,O
Sentence: 655,জিনিসটা,O
,হাছাউ,O
,চিন্তার,O
Sentence: 180,হাছাহাছির,O
,ভালোবাসা,O
,হারে,O
,না,O
,মিছামিছিরটা,O
,হারি,O
,যায়,O
Sentence: 2961,আপেল,B-FOOD
,ভালা,O
Sentence: 3166,বাক্কা,O
,দিন,O
,বাদে,O
Sentence: 3291,হুতি,O
,টিভি,B-OBJ
,দেখাত,O
,আছিলাম,O
Sentence: 1772,হকল,O
,জীবন,O
,ওর,O
,ওউ,O
,একটা,O
,লক্ষ্য,O
,থাকা,O
,লাগবো,O
Sentence: 278,গত,O
,এখ,O
,মাস,O
,আগে,O
,বউর,B-REL
,লগে,O
,ঝগড়া,O
,লাগিয়া,O
,জামাই,B-REL
,দেশো,B-LOC
,আইচ্চে,O
Sentence: 252,মোর,O
,জাামাই,B-REL
,বাক্কা,O
,ফুড়িন্তর,O
,লগে,O
,হারা,O
,রাইত,O
,জাগিয়া,O
,মাতে,O
Sentence: 3068,বইনরে,B-REL
,আমি,O
,খুব,O
,ভালা,O
,ফাই,O
Sentence: 3350,আমার,O
,মরগ,B-FOOD
,ওর,O
,মাংস,I-FOOD
,বেশি,O
,ভালা,O
,লাগে,O
Sentence: 585,হে,O
,খুব,O
,বেলা,O
,লাগাইয়া,O
,ঘুমায়,O
Sentence: 1254,অখন,O
,নিজেউ,O
,আর,O
,ফারিয়ার,O
,না,O
Sentence: 440,তুই,O
,আমার,O
,লাগি,O
,কোন,O
,সুন্দর,O
,উপহার,O
,কিনতে,O
,ফারবে,O
,নি,O
Sentence: 1397,মোরে,O
,কুনোসময়,O
,মনে,O
,অইছে,O
,না,O
,মুই,O
,খেনে,O
,ছুটো,O
,অইতাম,O
Sentence: 534,তারা,O
,তিনগু,O
,ভাই,B-REL
,আছিল,O
,কিন্তু,O
,হেরার,O
,মাঝে,O
,মিল,O
,আছিল,O
,না,O
Sentence: 2392,আফনে,O
,আমারে,O
,দয়া,O
,করিয়া,O
,বিশ্বাস,O
,করওক্কা,O
Sentence: 3213,ফুয়া,O
,বল,B-OBJ
,দিয়া,O
,খেলার,O
Sentence: 3278,মাতও,O
,আর,O
,মাতাবায়,O
,না,O
Sentence: 1476,মুই,O
,তো,O
,আরুয়া,O
,অউ,O
Sentence: 1061,মুই,O
,খইমু,O
,আফনে,O
,তালাকর,O
,পথ,O
,বাছিয়া,O
,লইন,O
Sentence: 2986,সময়,O
,ফুরাই,O
Sentence: 2052,আমার,O
,বাড়িত,O
,বাক্কা,O
,সুন্দর,O
,ফুল,B-OBJ
,আছে,O
Sentence: 3258,দেখা,O
,খরা,O
,যাইব,O
Sentence: 3111,যে,O
,লম্বা,O
Sentence: 3420,বেলা,O
,লাগাইয়া,O
,ঘুমায়,O
Sentence: 2349,বেটায়,O
,তার,O
,বউর,B-REL
,গাত,O
,হাত,O
,তুলছে,O
Sentence: 1331,মুই,O
,অঅখন,O
,সিদ্ধান্ত,O
,নিছি,O
,আর,O
,খেরুর,O
,মাত,O
,মুই,O
,হুনতাম,O
,নায়,O
Sentence: 2499,তোমার,O
,ভাই,B-REL
,ফড়ালেখাতে,O
,বহুত,O
,মেধাবি,O
Sentence: 1438,মুই,O
,তুমার,O
,লগে,O
,আছি,O
Sentence: 3165,বাক্কা,O
,দিন,O
,বাদে,O
,তুমারে,O
,দেখলাম,O
Sentence: 3347,ভাই,B-REL
,কিতাত,O
,চাকরি,O
,করইন,O
Sentence: 1545,ফোন,O
,করিয়া,O
,জানাইলো,O
Sentence: 2160,ফুড়িটা,O
,রাজশাহী,B-LOC
,থাকি,O
,আমার,O
,বড়,B-REL
,ভাইয়র,I-REL
,লগে,O
,দেখা,O
,করাত,O
,আইছলা,O
Sentence: 2075,তুমিতাইন,O
,কিতা,O
,ওখনো,O
,চাকরি,O
,কররায়,O
,নি,O
Sentence: 2355,তুমি,O
,খান্দাত,O
,থাকলে,O
,স্বপ্নের,O
,থাকি,O
,বেশি,O
,সুখি,O
,থাকি,O
Sentence: 3108,আব্বায়,B-REL
,মোর,O
,লাগি,O
,সাদা,B-COL
,জামা,B-OBJ
,কিনিয়া,O
,আনছইন,O
Sentence: 760,খেলার,B-LOC
,মাঠও,I-LOC
,আইজ,O
,বাক্কা,O
,মানুষ,O
Sentence: 2061,তাঁর,O
,ওউ,O
,মাস,O
,ও,O
,বিদেশ,B-LOC
,যাওয়ার,O
,কয়থা,O
,আছিল,O
Sentence: 315,কুনতা,O
,পাইতে,O
,অইলে,O
,কুনতা,O
,ছাড়া,O
,লাগবো,O
Sentence: 2586,ইগু,O
,কিলা,O
,ওই,O
Sentence: 67,আমার,O
,বিয়ার,O
,দশ,O
,বছর,O
,অর,O
Sentence: 1162,বাসাত,O
,ফুয়া,O
,আছিল,O
,আর,O
,তার,O
,পরিবারর,O
,হখল,O
,সদস্যরা,O
,আছলা,O
Sentence: 3325,তুমাইতাইন,O
,ওর,O
,গান,O
,ওর,O
,গলা,O
,খুব,O
,ভালা,O
Sentence: 1660,বাবায়,B-REL
,একদিন,O
,মাতে,O
,মাতে,O
,মা,B-REL
,রে,O
,কইলা,O
Sentence: 751,তুমিতাইন,O
,ওর,O
,ফুয়াগু,B-REL
,যে,O
,দুষ্টা,O
Sentence: 1819,অউ,O
,বাজারো,B-LOC
,টেমেটু,B-FOOD
,বেছিয়া,O
,কোটিপতি,O
,অই,O
,গেলা,O
,এখ,O
,চাষায়,O
Sentence: 3160,এখটা,O
,দুকানো,O
,যাওয়া,O
,লাগবো,O
Sentence: 138,যদি,O
,হে,O
,তুমার,O
,কাছে,O
,ফিরিয়া,O
,আয়,O
,তে,O
,হে,O
,তুমার,O
,অউ,O
,আছিল,O
Sentence: 2181,ফুয়াটা,O
,বিদোশো,B-LOC
,গিয়া,O
,ফড়ালেখা,O
,করার,O
,স্বপ্ন,O
,দেখে,O
Sentence: 72,যে,O
,মাথাত,O
,বেদনা,O
,ধরছিল,O
Sentence: 2232,মুই,O
,যতদিন,O
,বাছিয়া,O
,থাকি,O
,আফনারে,O
,বিতর,O
,রাখমু,O
Sentence: 2524,আফনারা,O
,আগে,O
,জাউকা,O
Sentence: 2470,এক,O
,কৃষক,B-ROLE
,বাজারে,O
,টমেটো,B-FOOD
,বেছইন,O
Sentence: 64,মুই,O
,এখটা,O
,ফুড়ি,O
Sentence: 328,আমরার,O
,পরিবারো,O
,আনন্দর,O
,বাইরে,O
,কুনো,O
,লাগালাগি,O
,নাই,O
Sentence: 1051,অলান,O
,কিচ্ছু,O
,খরমু,O
,যাতে,O
,তার,O
,ধারে,O
,মোর,O
,যাওয়া,O
,না,O
,লাগে,O
Sentence: 2621,আফনার,O
,লগে,O
,মাত্তে,O
,বাক্কা,O
Sentence: 832,থুরা,O
,বেশি,O
,ওই,O
,গেছে,O
,কম,O
,ওইলে,O
,আরো,O
,ভালা,O
,লাগলো,O
,নে,O
Sentence: 1306,মোর,O
,আম্মা,B-REL
,মারা,O
,গেছইন,O
,আট,O
,মাস,O
,আগে,O
Sentence: 1375,তাইন,O
,হারাদিন,O
,খতো,O
,খষ্ট,O
,খরি,O
,কাম,O
,করইন,O
Sentence: 154,গোলাপ,B-OBJ
,ফুল,I-OBJ
,দিমু,O
,আমি,O
,তুমার,O
,হাতো,O
Sentence: 2624,আমরার,O
,মাত,O
,বুঝরে,O
,তুই,O
Sentence: 2786,তোমার,O
,নাম,O
,কিতা,O
Sentence: 1777,বউত,O
,জাত,O
,ফলর,B-FOOD
,মাঝে,O
,হফরি,B-FOOD
,মাইনশর,O
,বেতালা,O
,ফছন্দর,O
,ফল,B-FOOD
Sentence: 891,আমি,O
,এক,O
,ফুয়া,O
,ওখন,O
,বাংলাদেশ,B-ORG
,নেভীত,I-ORG
,কাম,O
,করিয়ার,O
Sentence: 1498,পলাশ,B-PER
,ওর,O
,মাতে,O
,বিরক্ত,O
,ওইছলায়,O
,কিওর,O
,লাগি,O
Sentence: 1497,ক্লাস,O
,ও,O
,কোন,O
,ব্যাপারে,O
,মাতছিলায়,O
Sentence: 3467,কানে,O
,মাথ,O
,যায়নি,O
,তোর,O
Sentence: 916,আমার,O
,হাঞ্জাবেলাত,O
,কফি,B-FOOD
,খাওয়ার,O
,অভ্যাস,O
,আছ্র,O
Sentence: 2153,আমার,O
,বন্ধু,B-REL
,আইজকে,O
,সকালে,O
,ফুটবল,B-OBJ
,খেলছে,O
Sentence: 1645,আমগাছ,O
,ও,O
,যত,O
,মুকুল,B-OBJ
,আইছে,O
Sentence: 342,আফনার,O
,ছবিটা,B-OBJ
,দেখিয়া,O
,মন,O
,ভরি,O
,গেছে,O
Sentence: 873,আমি,O
,এক,O
,অবিবাহিতা,O
Sentence: 2808,কিতা,O
,খবর,O
,তোমার,O
Sentence: 2955,করতাম,O
,কিলাখান,O
Sentence: 628,নদীর,B-LOC
,দুই,O
,পাড়,O
,ওর,O
,সুন্দর,O
,দৃশ্যয়,O
,চউখ,O
,জুড়াই,O
,যায়,O
Sentence: 2092,টেখা,B-OBJ
,দিয়া,O
,কিতা,O
,করতায়,O
Sentence: 3209,ফুয়া,O
,ইগু,O
,বল,B-OBJ
,দিয়া,O
,খেলার,O
Sentence: 1898,সেখানে,O
,বহুত,O
,পুলিশ,B-ROLE
,দেইখ্খা,O
,বাসার,O
,দিকে,O
,আইফরছিলাম,O
Sentence: 2451,আমার,O
,আম্মা,B-REL
,কইরা,O
,যে,O
,তেতুল,B-FOOD
,খাইয়া,O
,আমার,O
,বুদ্ধি,O
,কমি,O
,যাইবো,O
Sentence: 1626,হাত,O
,তালি,O
,দিয়া,O
,দিয়া,O
,কিতা,O
,পড়া,O
,যায়,O
,নি,O
Sentence: 658,অংক,O
,তুমিতাইন,O
,ওর,O
,কিলা,O
,লাগে,O
,তে,O
Sentence: 602,তোমরার,O
,প্রিয়,O
,লেখক,B-ROLE
,কেটা,O
Sentence: 2750,তুমি,O
,কই,O
,থাকি,O
,আইছো,O
Sentence: 2408,আমি,O
,হক্কলরে,O
,বুজাইয়া,O
,হেরান,O
,যে,O
,আম্মুয়ে,B-REL
,কোন্তা,O
,করছইন,O
,না,O
Sentence: 2803,তুমি,O
,কিতা,O
,করো,O
Sentence: 2404,বাড়িত,O
,আমার,O
,বিয়ার,O
,লাগি,O
,ফুরি,O
,দেখা,O
,অর,O
Sentence: 1841,ঘরের,O
,ফ্লোর,O
,পরিস্কার,O
,করা,O
,লাগবো,O
Sentence: 870,২৮,O
,বছর,O
,ধরিয়া,O
,আমার,O
,মা,B-REL
,য়,O
,কষ্ট,O
,করিয়া,O
,গেছোইন,O
Sentence: 170,মিষ্টি,O
,মিষ্টি,O
,হাসিয়া,O
,মাতিয়া,O
,পাগল,O
,খরি,O
,দিলায়,O
Sentence: 2830,আঙ্গুর,B-FOOD
,আমার,O
,পছন্দ,O
Sentence: 1064,যাই,O
,অউক,O
,মার,B-REL
,থাকি,O
,বাক্কা,O
,কিছু,O
,পাওয়ার,O
,থাখলেও,O
,আফনে,O
,তেমন,O
,কিচ্ছু,O
,পাইছইন,O
,না,O
Sentence: 2089,চলো,O
,ভাগি,O
,যাই,O
Sentence: 3163,পয়লা,O
,এখটা,O
,দুকানো,B-LOC
,যাওয়া,O
,লাগবো,O
Sentence: 2884,মাফ,O
,চাইয়ার,O
Sentence: 3135,আমারে,O
,চিনো,O
,নি,O
Sentence: 695,ছেলে,B-REL
,পক্ষর,I-REL
,হেরারে,O
,না,O
,করি,O
,দিও,O
Sentence: 3246,ছবি,O
,তুলা,O
,লাগবো,O
Sentence: 2646,হে,O
,এখন,O
,রাজশাহীত,B-LOC
,গেছে,O
,গিয়া,O
Sentence: 820,খানিত,B-FOOD
,লবণ,B-FOOD
,থুরা,O
,কম,O
,ওইছে,O
Sentence: 1849,চাষাবাদ,O
,করিয়া,O
,মুই,O
,সময়,O
,কাটাই,O
Sentence: 1602,কিছুদিন,O
,বাদে,O
,পারুলে,B-PER
,নিজেউ,O
,জানাইলো,O
,বই,B-OBJ
,ওগু,O
,ফাওয়া,O
,গেছে,O
Sentence: 255,এখন,O
,বিয়ার,O
,পরে,O
,জানতাম,O
,ফারছি,O
,মোর,O
,জামাই,B-REL
,আগে,O
,দুই,O
,বিয়া,O
,করছইন,O
Sentence: 2034,আমি,O
,আফনার,O
,লগে,O
,মজা,O
,করতাম,O
,চাই,O
Sentence: 2468,আমার,O
,দাদা,B-REL
,চুলো,O
,সরিষার,O
,তেল,O
,দেইন,O
Sentence: 2225,তোমার,O
,কোনো,O
,মাতই,O
,কোনোও,O
,হদিস,O
,নাই,O
Sentence: 1519,তাইন,O
,চানাচুর,B-FOOD
,বেচাত,O
,আইন,O
Sentence: 1503,লেখিয়া,O
,শিক্ষক,B-ROLE
,ওর,O
,ধারো,O
,জমা,O
,দেও,O
Sentence: 3348,কিতাত,O
,চাকরি,O
,করইন,O
Sentence: 392,ফুড়ি,O
,ইগুর,O
,এখটা,O
,ভালা,O
,বন্ধু,B-REL
,আছিল,O
Sentence: 3222,তুমার,O
,ফছন্দের,O
,কয়টা,O
,বই,B-OBJ
,কিনছি,O
Sentence: 75,এক,O
,খতায়,O
,আফনারে,O
,বাক্কা,O
,সুন্দর,O
,লাগের,O
Sentence: 2554,হই,O
,গেছি,O
Sentence: 2978,শিমুর,B-PER
,নীল,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 3322,তুমাইতান,O
,ওর,O
,ভাইরে,B-REL
,দেখলাম,O
Sentence: 3104,আব্বায়,B-REL
,জামা,B-OBJ
,কিনিয়া,O
,আনছইন,O
Sentence: 1506,দক্ষিণ,B-LOC
,ওর,O
,জেলা,I-LOC
,কক্সবাজার,I-LOC
Sentence: 2420,ফুয়া,O
,ইগু,O
,সিগারেট,B-OBJ
,খায়,O
,না,O
Sentence: 3056,আফনার,O
,লগে,O
,আছি,O
Sentence: 86,পিছেদি,O
,এখনো,O
,বাক্কা,O
,মানুষ,O
,লাইনো,O
,উবানিত,O
Sentence: 1589,হে,O
,মাঠ,B-LOC
,ও,O
,আইছে,O
,না,O
Sentence: 1952,মুই,O
,আগেউ,O
,কইছি,O
,তুমি,O
,ছাড়া,O
,দুনিয়াত,B-LOC
,আমার,O
,আর,O
,কুনুতা,O
,নাই,O
Sentence: 413,আফনার,O
,লগে,O
,দেখা,O
,ওইয়া,O
,আসলেউ,O
,বাক্কা,O
,বালা,O
,লাগলো,O
Sentence: 601,তোমরা,O
,কিতা,O
,গল্প,B-OBJ
,র,O
,বই,I-OBJ
,পড়তে,O
,বালা,O
,ফাও,O
,নি,O
Sentence: 76,আফনার,O
,ছবি,B-OBJ
,থাকি,O
,আফনে,O
,বাস্তবে,O
,অনেখ,O
,বেশি,O
,সুন্দর,O
Sentence: 2565,মাথ,O
,না,O
,মাতিয়া,O
,খাওনও,O
,মন,O
,দে,O
Sentence: 130,তুমার,O
,কিতা,O
,মন,O
,খারাফ,O
,নি,O
Sentence: 3211,বল,B-OBJ
,দিয়া,O
,খেলার,O
Sentence: 2054,আমি,O
,ওনো,O
,হকল,O
,দিন,O
,ওউ,O
,আই,O
Sentence: 2930,আমি,O
,হারতাম,O
,নাই,O
Sentence: 3259,খরা,O
,যাইব,O
Sentence: 1425,ফত্তেকবার,O
,ভাবতাম,O
,হে,O
,ভালা,O
,অই,O
,গেছে,O
Sentence: 2589,তুমিতাইন,O
,ওর,O
,ঘুম,O
,আয়,O
,কিওর,O
,লাগি,O
Sentence: 1403,অখটা,O
,জরুলি,O
,না,O
,যেন,O
,হখল,O
,সময়,O
,সবতা,O
,আরেখ,O
,জন,O
,করিয়া,O
,দিবো,O
Sentence: 359,খালি,O
,ফুড়িন্তেউ,O
,পারইন,O
,বেচারা,O
,ফুয়াইন্তর,O
,সরল,O
,মনরে,O
,ফুটবল,B-OBJ
,ভাবিয়া,O
,খেলতা,O
Sentence: 1792,এগুতা,O
,মেকুরর,B-ANI
,বাইচ্চা,I-ANI
,পালার,O
,খুব,O
,শখ,O
,মোর,O
Sentence: 694,আইজ,O
,কিতা,O
,তোমারে,O
,দেখাত,O
,আইবো,O
,নি,O
Sentence: 1119,মুই,O
,চাইরাম,O
,ট্রেনিং,O
,থাকি,O
,ফিরিয়াউ,O
,তাইরে,O
,বিয়া,O
,খরিলতাম,O
Sentence: 2645,ফুয়াটায়,O
,এখটা,O
,সাদা,B-COL
,রঙ্গের,I-COL
,শার্ট,B-OBJ
,পিন্দিয়া,O
,আইছিল,O
Sentence: 91,নিজর,O
,পছন্দর,O
,বিয়াত,O
,বাফ,B-REL
,মারে,B-REL
,রাজি,O
,করানি,O
,অইলো,O
Sentence: 274,দয়া,O
,খরিয়া,O
,নাম,O
,পরিচয়,O
,গুফন,O
,রাখবা,O
Sentence: 681,তুমিতাইন,O
,ওর,O
,হাসির,O
,প্রেমও,O
,পড়ি,O
,গেছি,O
,আমি,O
Sentence: 1192,মোরে,O
,খুুদার,O
,কছম,O
,দিয়া,O
,কই,O
,দিলো,O
,তাই,O
,ইতা,O
,ফারতো,O
,নায়,O
Sentence: 3331,তুমাইতাইন,O
,ওর,O
,বাসাত,O
,কে,O
,কে,O
,আছোইন,O
Sentence: 2792,কিতা,O
,আনতাম,O
Sentence: 2129,তুমি,O
,কিতা,O
,মোরে,O
,এই,O
,কাজটা,O
,করাই,O
,দিতা,O
,পারবা,O
,নি,O
Sentence: 494,আমার,O
,বড়,B-REL
,বইনে,I-REL
,আমারে,O
,খুব,O
,বালা,O
,ফায়,O
Sentence: 2542,আমি,O
,বাক্কা,O
,অসহায়,O
,বোধ,O
,কোরিয়ার,O
Sentence: 3267,মোর,O
,পরিবারও,O
,মুই,O
,আম্মা,B-REL
,আব্বা,B-REL
Sentence: 2936,আমার,O
,হাতও,O
,বেদনা,O
Sentence: 1508,আইজ,O
,কোন,O
,খেলা,O
,ওইতো,O
,নায়,O
Sentence: 2110,হে,O
,ঢাকাত,B-LOC
,তনে,O
,গ্রাম,B-LOC
,ও,O
,গেছিল,O
Sentence: 765,ফুয়াগুর,O
,যে,O
,রাগ,O
Sentence: 793,ওয়,O
,১৪,O
,টা,O
,বছর,O
,ধরি,O
,আইজও,O
,তাইন,O
,কোন,O
,কারণে,O
,আমারে,O
,তুই,O
,কইয়া,O
,ডাকছোইন,O
,না,O
Sentence: 1791,মুই,O
,এখান,O
,মুরুগির,B-ANI
,বাইচ্চা,I-ANI
,পালি,O
Sentence: 3351,মরগ,B-FOOD
,ওর,O
,মাংস,I-FOOD
,বেশি,O
,ভালা,O
,লাগে,O
Sentence: 2853,আজকো,O
,স্কুল,B-ORG
,ও,O
,গেছলে,O
Sentence: 800,আমার,O
,দুই,O
,নাম্বার,O
,বিয়া,O
,লইয়া,O
,আমার,O
,নিজ,O
,ওর,O
,কাকা,B-REL
,মামাইন্তে,B-REL
,খোঁচা,O
,মারিয়া,O
,মাতোইন,O
Sentence: 2611,তুমিতাইন,O
,কিতা,O
,বারইবায়,O
,নি,O
Sentence: 1135,তারা,O
,আমরারে,O
,ফছন্দ,O
,করতা,O
,চাইতা,O
,আমরার,O
,সম্পর্ক,O
,আবার,O
,জোড়া,O
,লাগউক,O
Sentence: 2650,হাসে,O
,না,O
Sentence: 3145,মুই,O
,কথা,O
,বুঝি,O
,না,O
Sentence: 1115,মোর,O
,গার্লফ্রেন্ডর,B-REL
,পরিবারর,O
,বুজি,O
,ডিফেন্সর,O
,জব,O
,ফছন্দ,O
,না,O
Sentence: 1078,পয়লা,O
,থাকি,O
,অউ,O
,মোর,O
,হড়ি,B-REL
,মোরে,O
,খুব,O
,ভালাপাইন,O
Sentence: 139,আর,O
,যদি,O
,ফিরিয়া,O
,না,O
,আয়,O
,তে,O
,হে,O
,কুনোদিন,O
,অউ,O
,তুমার,O
,আছিল,O
,না,O
Sentence: 739,ওউ,O
,দুউন্নাইত,B-LOC
,আমি,O
,ফুরাউ,O
,এখলা,O
Sentence: 3013,তাই,O
,বেয়াদপ,O
Sentence: 176,তুমি,O
,যদি,O
,চাও,O
,তে,O
,মেগ,O
,অইবো,O
,আইজ,O
Sentence: 2265,ফুড়িটা,O
,একটা,O
,ভালো,O
,চাকরি,O
,করে,O
Sentence: 2972,আমি,O
,বিদেশ,O
,গেছলাম,O
Sentence: 3463,হগলের,O
,বউ,B-REL
,হুন্দর,O
,আমার,O
,ইক্কান,B-REL
,কাইল্যা,O
Sentence: 854,ওলা,O
,বেটাইন্তোর,O
,লগে,O
,সংসার,O
,করা,O
,যায়,O
,না,O
Sentence: 3140,মুই,O
,ফুটবল,B-OBJ
,খেলাইছি,O
Sentence: 493,আমার,O
,ছোট,B-REL
,ভাউ,I-REL
,দুই,O
,মাস,O
