Sentence #,mymensingh_word,bio_tag
,ব্যবহার,O
,হয়,O
Sentence: 2905,কেক,B-FOOD
,পসন্দ,O
,করি,O
Sentence: 2734,আমরা,O
,হাইরা,O
,গেসি,O
Sentence: 3132,শুক্কুরবার,O
,ওইনদা,O
,যাইতাম,O
,না,O
Sentence: 2810,তুমরার,O
,বাড়ি,O
,কই,O
Sentence: 1874,পুরো,O
,বর্ষা,O
,মৌসুমে,O
,হাতে,O
,গোনা,O
,কয়েকদিন,O
,মাত্র,O
,বৃষ্টি,O
,হওয়ার,O
,পর,O
,আর,O
,মেঘের,O
,দেখা,O
,নেই,O
Sentence: 3329,তোমার,O
,গলা,O
,মেলা,O
,ভালা,O
Sentence: 2544,অসহাই,O
,বোধ,O
,করতাসি,O
Sentence: 1261,প্রথমে,O
,আমার,O
,জামাইয়ের,B-REL
,কথায়,O
,আই,O
Sentence: 2707,তাত্তাড়ি,O
,উইঠ্যা,O
,যাও,O
Sentence: 1604,হেয়,O
,না,O
,বুইজ্ঝা,O
,অন্যদের,O
,দোষ,O
,দিতাসিল,O
Sentence: 1445,হেয়,O
,আমারে,O
,ঝগড়া,O
,হইলেই,O
,সব,O
,সময়,O
,অফমান,O
,করে,O
Sentence: 3293,বিসনাত,B-OBJ
,টিভি,B-OBJ
,দেখতাসিলাম,O
Sentence: 2637,আমি,O
,তুমারে,O
,ডাকবাম,O
Sentence: 2152,আফনে,O
,কি,O
,আমারে,O
,কোনদিনও,O
,ভালবাসবেন,O
,না,O
Sentence: 1764,আমার,O
,কাম,O
,আর,O
,ব্যস্ততা,O
,বাড়সে,O
Sentence: 79,আফনের,O
,লগে,O
,পরিচিত,O
,হয়া,O
,ভালা,O
,লাগলো,O
Sentence: 2459,আমার,O
,আম্মা,B-REL
,বৃষ্টি,O
,হইলেও,O
,বারান্দার,O
,গাছে,O
,পানি,B-FOOD
,দেয়,O
Sentence: 2512,আমি,O
,পারাম,O
Sentence: 687,আমার,O
,অনেক,O
,ভালা,O
,লাগে,O
Sentence: 2354,হেয়,O
,দুইবেলা,O
,ভাত,B-FOOD
,খাইতে,O
,পারে,O
,না,O
Sentence: 1464,বইনরে,B-REL
,বাসায়,O
,পাঠায়া,O
,দিসি,O
Sentence: 203,এই,O
,গানটা,O
,কতবার,O
,হুনছি,O
,আমি,O
,নিজেই,O
,জানি,O
,না,O
Sentence: 2967,আমার,O
,কমলা,B-COL
,রং,I-COL
,পসন্দ,O
Sentence: 2573,কওয়া,O
,হইসে,O
Sentence: 2430,আমার,O
,আব্বা,B-REL
,প্রত্যেকদিন,O
,নাইরকেল,B-FOOD
,পানি,I-FOOD
,খায়,O
Sentence: 768,তুমি,O
,কি,O
,চাও,O
,আমি,O
,চইল্লা,O
,যাই,O
Sentence: 3196,আমার,O
,বন্ধু,B-REL
,আমারে,O
,একটা,O
,লাল,B-COL
,গুলাপ,B-OBJ
,কিন্না,O
,দিসে,O
Sentence: 791,আমার,O
,বিলাইয়ের,B-ANI
,নাম,O
,মিনু,B-ANI
Sentence: 483,আকাশে,O
,মেঘের,O
,কারণে,O
,বৃষ্টি,O
,ফড়ে,O
Sentence: 766,আমি,O
,একজন,O
,খারাপ,O
,মানুষ,O
Sentence: 3024,মাইয়াডা,O
,দেহা,O
,করবার,O
,আইসিন,O
Sentence: 812,প্রথম,O
,প্রথম,O
,বউ,B-REL
,এর,O
,মেলা,O
,প্রশ্নের,O
,সঠিক,O
,উত্তর,O
,দিয়া,O
,বিপদে,O
,পড়তাম,O
Sentence: 110,আমার,O
,জীবনে,O
,কেউ,O
,নাই,O
,তুমি,O
,ছাড়া,O
Sentence: 850,আমি,O
,এইডা,O
,স্বাভাবিকভাবে,O
,নিসিলাম,O
Sentence: 55,আমি,O
,তোমার,O
,মনের,O
,কথা,O
,বুঝি,O
,না।,O
Sentence: 1823,কেরোসিন,O
,তেলের,O
,দিন,O
,দিন,O
,দাম,O
,বাড়তাসে,O
Sentence: 924,হেয়,O
,পরের,O
,মাসে,O
,বিদেশ,B-LOC
,চইল্লা,O
,যাইব,O
Sentence: 455,আমার,O
,পসন্দের,O
,ফুটবল,B-ROLE
,খেলোয়াড়,I-ROLE
,লিওনেল,B-PER
,মেসি,I-PER
Sentence: 1963,ভালবাসি,O
,তোমারে,O
,কওয়া,O
,বাকি,O
Sentence: 3462,ভালা,O
,কইরা,O
,কাম,O
,হইসে,O
Sentence: 2944,পাডাইসে,O
Sentence: 1052,আমি,O
,কার,O
,কাসে,O
,চায়াম,O
Sentence: 2378,তোমার,O
,ছোট,B-REL
,ভাই,I-REL
,আগে,O
,নেশায়,O
,আসক্ত,O
,আসিল,O
Sentence: 559,কিন্তু,O
,সৌন্দর্যই,O
,বেগকিনু,O
,না,O
Sentence: 3069,আইন্নের,O
,বড়,B-REL
,বইনের,I-REL
,কি,O
,বিয়া,O
,হইয়া,O
,গেসে,O
Sentence: 2806,খেলা,O
,করি,O
Sentence: 3134,তুমি,O
,আমারে,O
,চিনো,O
Sentence: 1613,এইডা,O
,আমরার,O
,বাড়ি,O
Sentence: 2770,এইনতে,O
,যাইবার,O
,কইসি,O
Sentence: 1057,এতে,O
,পুলিশের,B-ROLE
,উরের,O
,চাপ,O
,আইব,O
Sentence: 1457,আমি,O
,গনিতে,O
,অনার্স,O
,করতাসিলাম,O
Sentence: 1815,যেদিন,O
,বৃষ্টি,O
,হইসে,O
,হেইদিন,O
,বারান্দার,O
,গাছে,O
,পানি,B-FOOD
,দেওনের,O
,দরকার,O
,নাই,O
Sentence: 1753,ছেড়াডার,O
,নানার,B-REL
,বাড়ি,O
,বরিশালে,B-LOC
Sentence: 761,তুমি,O
,ভালা,O
,আসো,O
Sentence: 2603,আমার,O
,সহালে,O
,উঠ্ঠাই,O
,চা,B-FOOD
,ডা,O
,খাওনের,O
,অভ্যাস,O
Sentence: 1314,একটা,O
,মাইয়ার,O
,বিয়া,O
,যাওয়ার,O
,পর,O
,হের,O
,পরিবারের,O
,প্রতি,O
,হের,O
,কি,O
,কোন,O
,দায়িত্ব,O
,থাকতে,O
,পারে,O
,না,O
Sentence: 107,যখন,O
,তুমি,O
,আমারে,O
,দেইখখা,O
,না,O
,দেহার,O
,ভান,O
,করসো,O
,তহন,O
,আমার,O
,দারুন,O
,লাগসে,O
Sentence: 513,এহন,O
,তুমি,O
,গান,O
,গাইতে,O
,পারতা,O
,না,O
Sentence: 3257,আইন্নে,O
,আসুইন,O
Sentence: 2557,আইন্নে,O
,আমারে,O
,ছাইড়া,O
,চইল্লা,O
,যাইবাইন,O
Sentence: 2665,সাদা,B-COL
,রঙ্গের,I-COL
,শার্ট,B-OBJ
,পইড়া,O
,আইসিন,O
Sentence: 332,আপনার,O
,লেহা,O
,অসাধারণ,O
Sentence: 858,আম্মা,B-REL
,অনেক,O
,সহ্য,O
,কইরা,O
,এতো,O
,বছর,O
,সংসার,O
,কইরা,O
,গেসেন,O
Sentence: 1081,আমার,O
,জামাই,B-REL
,নিজ,O
,পসন্দে,O
,আমারে,O
,বিয়া,O
,করসে,O
Sentence: 2579,এইডা,O
,কইরো,O
,না,O
Sentence: 2609,রাইতের,O
,বেলা,O
,বাইরোবা,O
Sentence: 1594,বেহের,O
,ভাষা,O
,এক,O
,রহমের,O
,না,O
Sentence: 578,উত্তরাতে,B-LOC
,আমারার,O
,ভবনে,B-LOC
,কোনোমতেই,O
,পানি,O
,পাইতাসি,O
,না,O
,আমরা,O
Sentence: 2249,তোমারে,O
,অসম্ভব,O
,সুন্দরী,O
,লাগে,O
Sentence: 2927,আমি,O
,আসবাম,O
,না,O
Sentence: 3218,পসন্দের,O
,অনেক,O
,কয়ডা,O
,বই,B-OBJ
,কিনসি,O
Sentence: 3254,ছুটি,O
,কাটাইবাম,O
Sentence: 1701,চুল,O
,পাকে,O
,বয়সে,O
Sentence: 754,মানুুষ,O
,মেলা,O
,স্বার্থপর,O
,হয়,O
Sentence: 1825,এইহানে,O
,থুথু,O
,ফেলা,O
,নিষেধ,O
Sentence: 1973,বাস্তব,O
,কঠিন,O
,হইলেও,O
,মাইন্না,O
,নিয়া,O
,মানায়া,O
,চলতে,O
,হয়,O
Sentence: 2979,শিমুর,B-PER
,বেগুনী,B-COL
,রং,I-COL
,পসন্দ,O
Sentence: 2574,আইন্নের,O
,এইডা,O
,করুন,O
,লাগবো,O
Sentence: 2394,তুমি,O
,কিতা,O
,আমার,O
,লাইজ্ঞা,O
,অপেক্ষা,O
,করতে,O
,পারবা,O
Sentence: 480,আমাজন,B-LOC
,নদী,I-LOC
,দুনিয়ার,B-LOC
,সবচেয়ে,O
,বড়,O
,নদী,B-LOC
,হিসাবে,O
,পরিচিত,O
Sentence: 2390,তুমি,O
,ক্রিকেট,O
,খেলায়,O
,জিতলা,O
Sentence: 1606,বইনের,O
,বাসার,O
,কাসে,O
,রাস্তার,B-LOC
,পাশে,O
,একটা,O
,ফুলের,B-LOC
,দোহান,I-LOC
Sentence: 2323,তুমি,O
,কিতা,O
,তোমার,O
,ভুল,O
,বুঝতে,O
,পারসো,O
Sentence: 1541,আমরা,O
,এমনিতেই,O
,পরিচয়,O
,রাখতাম,O
,পারি,O
Sentence: 584,আমি,O
,শুক্কুরবার,O
,মেলা,O
,সহালে,O
,উঠি,O
Sentence: 2508,কিতা,O
,পাইসেন,O
Sentence: 910,তুমি,O
,ঘুম,O
,থাইক্কা,O
,উইঠঠা,O
,আমারে,O
,কল,O
,দিও,O
Sentence: 487,আমার,O
,লাল,B-COL
,রংগের,I-COL
,গাড়িডা,B-OBJ
,গতকালকে,O
,চুরি,O
,হয়া,O
,গেসে,O
Sentence: 1474,তুমি,O
,বেক্কলের,O
,মতো,O
,তারে,O
,নিয়া,O
,ভাইব্বা,O
,বয়া,O
,থাকব,O
,কেরে,O
Sentence: 1386,এক,O
,কথায়,O
,সোনার,O
,টুকরো,O
,জামাই,B-REL
,আমার,O
Sentence: 747,আমার,O
,মায়ের,B-REL
,রান্না,O
,মেলা,O
,মজার,O
Sentence: 2038,আমার,O
,বাংলা,O
,বুঝতে,O
,অসুবিধা,O
,হইতাসে,O
Sentence: 2241,আফনের,O
,লাইজ্ঞা,O
,মনে,O
,আমার,O
,অফুরন্ত,O
,ভালবাসা,O
Sentence: 2109,হেয়,O
,গ্রাম,B-LOC
,থাইক্কা,O
,ঢাকায়,B-LOC
,আইসিল,O
Sentence: 2326,আমার,O
,বন্ধুরা,B-REL
,সহাল,O
,বেলা,O
,ফুটবল,B-OBJ
,খেলত,O
,মাঠে,B-LOC
,যায়,O
Sentence: 340,আমি,O
,আফনের,O
,কামরে,O
,ভালবাসি,O
Sentence: 2036,আমি,O
,আফনের,O
,সাথে,O
,সময়,O
,কাটাইতাম,O
,চাই,O
Sentence: 1580,এত,O
,বড়ো,O
,হাসপাতাল,B-ORG
,আমি,O
,আগে,O
,দেহি,O
,নাই,O
Sentence: 1419,ঐ,O
,লোকের,O
,সামনে,O
,আমি,O
,খাড়াইতে,O
,পারতাম,O
,না,O
Sentence: 2295,হেরার,O
,পরিবারে,O
,কোন,O
,ঝগড়া,O
,হয়,O
,না,O
Sentence: 2627,তুমি,O
,দুরফে,O
,কি,O
,দা,O
,ভাত,B-FOOD
,খাইসো,O
Sentence: 316,বাংলাদেশে,B-LOC
,আমারে,O
,বেহেই,O
,আমার,O
,ডাক,O
,নামে,O
,চিনে,O
Sentence: 1676,বাজার,B-LOC
,থাইক্কা,O
,চাবি,B-ROLE
,বানানুর,I-ROLE
,লোক,I-ROLE
,আনাইলেন,O
Sentence: 3181,আব্বু,B-REL
,আমার,O
,লেইগা,O
,কালা,B-COL
,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 269,এহন,O
,আর,O
,মাইনষের,O
,মধ্যে,O
,মায়া,O
,বিষয়ডা,O
,খুব,O
,একটা,O
,নাই,O
Sentence: 1855,শিম,B-FOOD
,বেক,O
,ধরনের,O
,মাডিতেই,O
,চাষ,O
,করন,O
,যায়,O
Sentence: 1653,আমি,O
,সহালে,O
,দেড়ি,O
,কইরা,O
,ঘুম,O
,থাইক্কা,O
,উঠি,O
Sentence: 690,আমি,O
,মুরগির,B-FOOD
,মাংস,I-FOOD
,বেশি,O
,পসন্দ,O
,করি,O
Sentence: 1934,আমি,O
,নাচতাম,O
,পারি,O
Sentence: 1768,সুখী,O
,হইতে,O
,হইলে,O
,অপ্রয়োজনীয়,O
,অনেক,O
,কিসু,O
,ভুইল্লা,O
,যাইতে,O
,হয়,O
Sentence: 2159,আমার,O
,বন্ধু,B-REL
,যারে,O
,ভালবাসে,O
,হেয়,O
,রাজশাহী,B-LOC
,থাকে,O
Sentence: 2999,আমি,O
,সহালে,O
,নাস্তা,B-FOOD
,কইরা,O
,ইশকুলো,B-ORG
,যাই,O
,না,O
Sentence: 3375,চাকরি,O
,করতাসো,O
Sentence: 1579,রোগীরে,O
,হাসপাতালে,B-ORG
,ভর্তি,O
,হইতে,O
,হইব,O
Sentence: 1773,লক্ষ্য,O
,ঠিক,O
,কইরা,O
,আমরা,O
,জীবনে,O
,আগায়া,O
,যাইতাম,O
,পারি,O
Sentence: 3077,ভাইয়ের,B-REL
,নামডা,O
,কি,O
Sentence: 1615,প্রথমে,O
,বালিশের,B-OBJ
,তলাডা,O
,হাতড়াইসেন,O
Sentence: 606,শুক্র,O
,আর,O
,শনি,O
,সাপ্তাহিক,O
,ছুটির,O
,দিন,O
Sentence: 3199,একটা,O
,লাল,B-COL
,গুলাপ,B-OBJ
,কিন্না,O
,দিসিন,O
Sentence: 2791,কই,O
,যাইতাসো,O
Sentence: 2180,তোমার,O
,লগে,O
,অনেক,O
,দিন,O
,পর,O
,দেহা,O
Sentence: 2004,হেয়,O
,মেলা,O
,খারাপ,O
,আসিল,O
Sentence: 394,আমরা,O
,অইহানে,O
,অনেক,O
,মজা,O
,করবাম,O
Sentence: 3195,কিন্না,O
,দিসে,O
Sentence: 1570,খাওয়ন,O
,শেষ,O
,কইরাই,O
,টেলিভিশনের,B-OBJ
,সামনে,O
,গিয়া,O
,বইল,O
Sentence: 700,চা,B-FOOD
,অথবা,O
,কফি,B-FOOD
,কোনডা,O
,বেশি,O
,পসন্দ,O
Sentence: 3039,আমরা,O
,গেসিলাম,O
Sentence: 1983,তাদের,O
,একটা,O
,বাচ্চা,O
,আসে,O
,পাঁচ,O
,বছরের,O
Sentence: 1979,আমার,O
,স্বামী,B-REL
,দুই,O
,বছর,O
,আগে,O
,আমাগোরে,O
,রাইক্ষা,O
,আইসা,O
,আলাদা,O
,হয়া,O
,যায়,O
Sentence: 743,আমি,O
,আইজকে,O
,ঢাকায়,B-LOC
,যায়াম,O
Sentence: 38,তুমি,O
,কি,O
,এহন,O
,খাইতে,O
,বইবা,O
Sentence: 1851,পেয়ারা,B-FOOD
,একটা,O
,মিষ্টি,O
,ফল,B-FOOD
Sentence: 1042,আমার,O
,আব্বা,B-REL
,আম্মাও,B-REL
,এডা,O
,নিয়া,O
,মেলা,O
,কষ্ট,O
,পাইতাসে,O
Sentence: 3243,বেহের,O
,একটা,O
,রঙিন,B-COL
,ছবি,O
,তুলুন,O
,লাগবো,O
Sentence: 1374,আগে,O
,পরের,O
,হিসাব,O
,বাদ,O
,আজকে,O
,ঝগড়ার,O
,বিষয়,O
,আব্বা,B-REL
,বিদেশে,B-LOC
,থাকে,O
Sentence: 1848,সকালে,O
,ঘুম,O
,থাইক্কা,O
,উঠনের,O
,পর,O
,আমি,O
,ভালা,O
,কামে,O
,পর্যাপ্ত,O
,সময়,O
,ব্যয়,O
,করতাম,O
,চাই,O
Sentence: 192,চোখ,O
,মেললেই,O
,দেহি,O
,তোমারে,O
,চোখ,O
,বুজলেই,O
,ফাই,O
,আরো,O
,কাছে,O
Sentence: 3292,শুইয়া,O
,টিভি,B-OBJ
,দেখতাসিলাম,O
Sentence: 1404,আফনে,O
,নিজে,O
,কিসু,O
,একটা,O
,করেন,O
Sentence: 1751,তুমি,O
,কি,O
,রাইতে,O
,খাইসো,O
Sentence: 2640,তুমার,O
,এত্তো,O
,ঘুম,O
,আয়,O
,কেরে,O
Sentence: 2040,আমি,O
,বুঝতে,O
,পারতাসি,O
,না,O
Sentence: 262,তোমারে,O
,যেদিন,O
,কইসিলাম,O
,বিয়াডা,O
,কইরা,O
,ফালাও,O
Sentence: 1666,আরেকটু,O
,বড়,O
,হইলে,O
,কী,O
,করব,O
,হেইডাই,O
,দেহার,O
,বিষয়,O
Sentence: 673,চলো,O
,ঘুডডি,B-OBJ
,উরাই,O
Sentence: 3388,কমডা,O
,কি,O
,আসিন,O
Sentence: 1318,আমি,O
,আমার,O
,আব্বার,O
,বাসায়,O
,যাওনের,O
,অনুমতি,O
,পাইতাসি,O
,না,O
Sentence: 772,আমি,O
,রাজি,O
,না,O
Sentence: 1885,আমি,O
,জানি,O
,তুমি,O
,চিঠিডা,B-OBJ
,এহনি,O
,পড়তে,O
,শুরু,O
,করবা,O
Sentence: 3129,তুমি,O
,কি,O
,আমারে,O
,চিনো,O
Sentence: 1946,আমার,O
,বিদেশে,B-LOC
,যায়া,O
,পড়ালেহা,O
,করার,O
,স্বপ্ন,O
Sentence: 3187,আব্বা,B-REL
,আমার,O
,লেইগা,O
,মেরুন,B-COL
,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 1219,এহন,O
,আমরা,O
,কিতা,O
,করবাম,O
Sentence: 2874,তারে,O
,দেখতে,O
,পাইলাম,O
Sentence: 803,আমার,O
,আপন,O
,লোক,O
,গুলাই,O
,এমন,O
Sentence: 3032,আমি,O
,ওইনে,O
,যাইবাম,O
Sentence: 1431,ধিরে,O
,ধিরে,O
,দুর্বল,O
,হয়া,O
,পড়লাম,O
,হের,O
,প্রতি,O
Sentence: 3233,আমারে,O
,সাহায্য,O
,করবাইন,O
Sentence: 1771,আইজ,O
,ছুটির,O
,দিন,O
Sentence: 717,তুমি,O
,আমার,O
,প্রথম,O
,বন্ধু,B-REL
Sentence: 290,পাশ,O
,করা,O
,ডাক্তাররা,B-ROLE
,এহন,O
,ভালো,O
,অবস্থায়,O
,নাই,O
Sentence: 2322,আফনে,O
,কিতা,O
,আমারে,O
,একটা,O
,গান,O
,গায়া,O
,হুনাইতে,O
,ফারবেন,O
Sentence: 1194,আমার,O
,পরিবারের,O
,অর্থনৈতিক,O
,অবস্থা,O
,বর্তমানে,O
,মেলা,O
,খারাপ,O
Sentence: 167,প্রতিদিন,O
,ঘুমায়া,O
,পড়ার,O
,আগে,O
,ভাবি,O
,যাই,O
,হোক,O
,বিয়া,O
,করার,O
,আরেকটা,O
,দিন,O
,আগাইয়া,O
,গেসে,O
Sentence: 1834,অনেকেই,O
,শখের,O
,বশে,O
,কবুতর,B-ANI
,পালে,O
Sentence: 3282,আইন্নেরা,O
,যারা,O
,আমারে,O
,এহনো,O
,চিনুইন,O
,না,O
Sentence: 1235,মাইয়ার,B-REL
,মা,B-REL
,আমার,O
,আম্মারে,B-REL
,কইসিল,O
,যে,O
,আফনেরার,O
,টিনের,B-OBJ
,ঘড়,I-OBJ
,দেইক্ষা,O
,বিয়া,O
,দিসি,O
Sentence: 2017,আফনে,O
,কি,O
,এইহানে,O
,রাস্তা,B-LOC
,দেখতে,O
,পাইতাসেন,O
Sentence: 2104,ছেড়িডা,O
,ছেড়াডারে,O
,ভালবাসতো,O
Sentence: 2360,আফনে,O
,একটু,O
,কম,O
,চাপাবাজি,O
,করেন,O
Sentence: 582,বিদ্যুৎ,O
,ছাড়া,O
,না,O
,হয়,O
,থাকন,O
,যায়,O
,কিন্তু,O
,পানি,B-FOOD
,ছাড়া,O
,কেমনে,O
,থাকে,O
,মানুষ,O
Sentence: 2952,কুনো,O
,একটা,O
,বেডার,O
,দুইডা,O
,পুত,B-REL
,আসিন,O
Sentence: 3315,আম,B-FOOD
,খাইবাম,O
Sentence: 2632,মেলা,O
,ভালা,O
,লাগে,O
Sentence: 194,এই,O
,গান,O
,আমার,O
,এত,O
,প্রিয়,O
,এহনো,O
,হুনি,O
,অনেক,O
,সুন্দর,O
,একটা,O
,অনুভুতী,O
,কাম,O
,করে,O
Sentence: 2041,আমার,O
,বাচ্চা,B-REL
,একটা,O
,মাইয়া,B-REL
,আসে,O
Sentence: 2157,আমার,O
,ছোট,B-REL
,বইন,I-REL
,নাচতে,O
,পারে,O
Sentence: 686,আমার,O
,একদমই,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1326,আমার,O
,জামাই,B-REL
,আমার,O
,লগে,O
,আয়নাই,O
Sentence: 3414,হে,O
,আমারে,O
,একটা,O
,উপহার,B-OBJ
,দিসে,O
Sentence: 2196,আবেগের,O
,ভালোবাসা,O
,কাউরে,O
,দেওয়ন,O
,উচিত,O
,না,O
Sentence: 1944,আফনের,O
,কি,O
,আমার,O
,কথা,O
,মনে,O
,আসে,O
,এহনও,O
Sentence: 1225,আমার,O
,ভাইয়ের,B-REL
,অবস্থা,O
,ওতো,O
,ভালা,O
,না,O
Sentence: 1391,আমি,O
,পাশে,O
,বহায়া,O
,কইসি,O
,যে,O
,এই,O
,কামের,O
,লাইজ্ঞা,O
,আমার,O
,খারাপ,O
,লাগসে,O
Sentence: 693,আমি,O
,তোমার,O
,লগে,O
,রাইতে,O
,সাগর,B-LOC
,পাড়ে,B-LOC
,দাঁড়ায়,O
,থাকতাম,O
,চাই,O
Sentence: 1587,আমরার,O
,যাওনের,O
,কথা,O
,হুইন্না,O
,হেও,O
,যাইতে,O
,চাইল,O
Sentence: 838,না,O
,বুইজ্ঝা,O
,বেশী,O
,কথা,O
,কও,O
,কিল্লেগা,O
Sentence: 794,কহনো,O
,গায়ে,O
,হাত,O
,তুলে,O
,নাই,O
Sentence: 580,কোনমতেই,O
,ওয়াসা,B-ORG
,পানি,O
,দিতাসে,O
,না,O
Sentence: 764,বিপদ,O
,বইল্লা,O
,কয়া,O
,আয়,O
,না,O
Sentence: 746,মা,B-REL
,আমার,O
,মেলা,O
,যত্ন,O
,নেয়,O
Sentence: 326,আমাদের,O
,বেহেই,O
,একসময়ে,O
,একসাথে,O
,আসি,O
Sentence: 1249,দয়া,O
,কইরা,O
,পরিচয়,O
,গোপন,O
,রাখবাইন,O
Sentence: 1071,আপনার,O
,লাইজ্ঞা,O
,শুভকামনা,O
,রইল,O
Sentence: 1842,বাংলাদেশের,B-LOC
,শীতকালডা,O
,লাউ,B-FOOD
,চাষের,O
,লাইজ্ঞা,O
,বেশি,O
,উপযোগী,O
Sentence: 3371,অন্যান্য,O
,বইডিও,B-OBJ
,পড়তাসুইন,O
Sentence: 3239,তুমি,O
,আর,O
,কতা,O
,কইবা,O
,না,O
Sentence: 1450,তার,O
,কি,O
,একটুও,O
,মনে,O
,পড়ে,O
,না,O
,আগের,O
,দিনের,O
,কথা,O
Sentence: 508,হেয়,O
,একদিন,O
,পাশের,O
,গেরামে,B-LOC
,গিয়া,O
,টুপি,B-OBJ
,বিক্রি,O
,করতাসিল,O
Sentence: 2765,আইন্নেরার,O
,বাড়ি,O
,কই,O
Sentence: 354,মাইয়ারা,O
,যে,O
,হারে,O
,ভদ্র,O
,পোলা,O
,খুঁজতাসে,O
,ভয়,O
,লাগতাসে,O
,কোনো,O
,দিন,O
,আমি,O
,কিডন্যাপ,O
,হয়া,O
,না,O
,যাই,O
Sentence: 1324,রাইতের,O
,বেলায়,O
,হাসপাতালে,B-ORG
,আইতে,O
,চাইলাম,O
,ওইহানেও,O
,বাধা,O
Sentence: 2809,কি,O
,খবর,O
Sentence: 173,চলো,O
,দুইজনে,O
,মিল্লা,O
,সুখের,O
,দুনিয়া,B-LOC
,সাজাই,O
Sentence: 1463,এইসব,O
,নিয়া,O
,আমি,O
,সমস্যা,O
,করি,O
,নাই,O
Sentence: 704,বৃষ্টির,O
,দিনে,O
,গরম,O
,গরম,O
,খিচুড়ি,B-FOOD
,আর,O
,গরু,B-FOOD
,মাংস,I-FOOD
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 1715,হেয়,O
,আমার,O
,কথার,O
,জবাবে,O
,কিসু,O
,কইলেন,O
,না,O
Sentence: 1661,ছেড়াডার,O
,বেগ,O
,কাম,O
,এমন,O
,এলোমেলো,O
,হইতাসে,O
,কেন,O
Sentence: 2396,আমি,O
,বিহালে,O
,একটু,O
,ঘুমায়া,O
,নিলাম,O
Sentence: 923,আমার,O
,ছোটো,B-ROLE
,বোন,I-ROLE
,নানার,B-REL
,বাড়ীত,O
,ঘুরতে,O
,গেসে,O
Sentence: 127,আমার,O
,মেলা,O
,ঠাণ্ডা,O
,লাগতাসে,O
Sentence: 2202,তোমারে,O
,কেমনে,O
,বুঝায়াম,O
,তোমারে,O
,কতটা,O
,ভালবাসি,O
Sentence: 2123,তুই,O
,যা,O
,এইহান,O
,থাইক্কা,O
Sentence: 2116,আমারে,O
,বইডা,B-OBJ
,দেহান,O
Sentence: 3344,আব্বা,B-REL
,কিতা,O
,করেন,O
Sentence: 2422,ছেড়াডা,O
,সপ্তাহখানেক,O
,আগে,O
,আমরার,O
,লগে,O
,দেহা,O
,করসে,O
Sentence: 386,হঠাৎ,O
,শীত,O
,কইরা,O
,উঠল,O
,আমার,O
Sentence: 1335,আমার,O
,সিদ্ধান্ত,O
,ভুল,O
,না,O
,সঠিক,O
,তা,O
,জানিনা,O
Sentence: 2790,তুমি,O
,কই,O
,যাইতাসো,O
Sentence: 1659,বেগকিসুতেই,O
,হের,O
,এলোমেলো,O
,আচরণ,O
Sentence: 922,আমার,O
,মনে,O
,হয়,O
,যে,O
,আমি,O
,কিসুই,O
,মনে,O
,রাখতে,O
,পারতাসি,O
,না,O
Sentence: 2517,আইন্নেরে,O
,পাডাইসে,O
Sentence: 3058,আমার,O
,আব্বা,O
,বিদেশ,B-LOC
,থাহে,O
Sentence: 2240,আকাশের,O
,নীলে,O
,হারায়া,O
,যাইতাম,O
,চাই,O
,তোমারে,O
,নিয়া,O
Sentence: 3097,দাড়াই,O
,আসিলাম,O
Sentence: 1189,আমি,O
,নাকিতা,O
,বেইমান,O
Sentence: 2781,আমি,O
,ভাত,B-FOOD
,খাইবাম,O
Sentence: 3410,কয়ডা,O
,বাজে,O
Sentence: 1039,এদিকে,O
,আমার,O
,পরিবারের,O
,সাথে,O
,সম্পর্ক,O
,রাখব,O
,না,O
Sentence: 1217,আমরা,O
,তারে,O
,কইসি,O
,একলগে,O
,কথা,O
,ক,O
,কি,O
,সমস্যা,O
Sentence: 2467,আমার,O
,সইরষার,B-FOOD
,তেল,I-FOOD
,দিয়া,O
,মাছ,B-FOOD
,ভাজা,I-FOOD
,খাইতে,O
,খুব,O
,ভালা,O
,লাগে,O
Sentence: 185,মনে,O
,পইড়া,O
,যায়,O
,আমার,O
,ভালোবাসার,O
,মানুষটার,O
,কথা,O
Sentence: 3008,চইলা,O
,যাইবো,O
Sentence: 2449,আমার,O
,শীতের,O
,দিনে,O
,গোসল,O
,করতে,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 158,সব,O
,কথা,O
,মুহে,O
,কয়া,O
,দেওয়া,O
,যায়না,O
Sentence: 588,আমার,O
,বয়স,O
,বেশি,O
,না,O
Sentence: 1853,পাকঘরে,O
,আমি,O
,রান্না,O
,করি,O
Sentence: 2538,আমি,O
,জানি,O
,তুমি,O
,আইসো,O
Sentence: 117,কত্ত,O
,সুন্দর,O
,তুমি,O
,প্রেমে,O
,পড়সি,O
,আমি,O
Sentence: 78,আফনের,O
,চোখ,O
,মেলা,O
,সুন্দর,O
Sentence: 926,মাইয়াডা,O
,সারাক্ষন,O
,মিথ্যা,O
,কথা,O
,কয়,O
Sentence: 946,আমি,O
,তারে,O
,দখতে,O
,পাইলাম,O
Sentence: 3168,তুমারে,O
,দেইখ্যা,O
,থইমকা,O
