Sentence #,noakhali_word,bio_tag
,মধ্যেই,O
,দেই,O
,বিজয়,O
,মিছিল,O
,শুরু,O
,অই,O
,গেছে,O
Sentence: 1695,বাপরে,O
,বাপ,O
,কত,O
,বড্ডা,O
,মিছিল,O
Sentence: 1696,ওকগা,O
,শব্দের,O
,মেলা,O
,রকম,O
,অর্থ,O
,থাইকতে,O
,হারে,O
Sentence: 1697,আম,B-FOOD
,হায়,O
,বৈশাখে,O
,কুল,B-FOOD
,হায়,O
,হাগুনে,O
Sentence: 1698,কাঁচা,B-OBJ
,ইড,I-OBJ
,হাকা,O
,অয়,O
,হোড়ালে,O
,হেইডা,O
,আগুনে,O
Sentence: 1699,রোইদে,O
,হানিতে,O
,টিকে,O
,রং,B-COL
,হাকা,O
,কই,O
,হেইডারে,O
Sentence: 1700,ফলারটি,B-FOOD
,হাকা,O
,অয়,O
,লুচি,B-FOOD
,দই,B-FOOD
,আহারে,O
Sentence: 1701,চুল,O
,হায়,O
,বয়সে,O
Sentence: 1702,হাকনা,O
,হোলা,O
,বেশি,O
,কতা,O
,কয়,O
,হিগা,O
Sentence: 1703,কান,O
,হায়,O
,হোড়া,O
,হায়,O
Sentence: 1704,বুদ্ধি,O
,হাকাই,O
,তোলে,O
,লেয়াহড়া,O
,গিলিয়ে,O
Sentence: 1705,কতা,O
,জিগার,O
,হাকা,O
,নয়,O
,কামে,O
,হিগার,O
,ঠনঠন,O
Sentence: 1706,অনেক,O
,দূরের,O
,হথ,O
Sentence: 1707,বাসে,B-OBJ
,করিই,O
,হেতের,O
,রওনা,O
,দেন,O
,লাইগলো,O
Sentence: 1708,বাস,B-OBJ
,তুন,O
,যন,O
,নামছে,O
,তন,O
,সকাল,O
,অই,O
,গেছে,O
Sentence: 1709,সকাল,O
,অই,O
,গেছে,O
Sentence: 1710,ওকগা,O
,ভালা,O
,কাম,O
,কইরতে,O
,হাইরবেন,O
Sentence: 1711,তোমগো,O
,কারো,O
,বিশ্বাস,O
,অইতো,O
,ন,O
Sentence: 1712,কতাকান,O
,তোমগো,O
,কারো,O
,বিশ্বাস,O
,অইতো,O
,ন,O
Sentence: 1713,অনেকগুলা,O
,নতুন,O
,বই,B-OBJ
,চাই,O
,আই,O
,অবাক,O
,অই,O
,কইলাম,O
Sentence: 1714,আন্নে,O
,কি,O
,আঙ্গো,O
,বাইতে,O
,আইছেন,O
Sentence: 1715,হেতনে,O
,আর,O
,কতার,O
,জবাবে,O
,কিছু,O
,কইলেন,O
,না,O
Sentence: 1716,হেতনে,O
,আর,O
,কতার,O
,জবাবে,O
,ছোডো,O
,করি,O
,কইলেন,O
,হ্যাঁ,O
Sentence: 1717,বইগিনের,B-OBJ
,দিকে,O
,রেনি,O
,আছিলাম,O
Sentence: 1718,এলা,O
,হেতাঁর,O
,আতের,O
,দিকে,O
,রেনি,O
,আছিলাম,O
Sentence: 1719,কিল্লেই,O
,হেইডা,O
,কি,O
,জাইনতে,O
,হারি,O
Sentence: 1720,হরে,O
,আমরা,O
,লাইব্রেরি,B-LOC
,চাইতে,O
,যাই,O
Sentence: 1721,খুবই,O
,বড্ডা,O
,লাইব্রেরি,B-LOC
,সন্দেহ,O
,নাই,O
,ব্যবস্থাও,O
,খুব,O
,ভালা,O
Sentence: 1722,রিডিং,O
,রুমগিন,O
,ভাগ,O
,ভাগ,O
,করা,O
,রইছে,O
Sentence: 1723,শিক্ষকরাও,B-ROLE
,হেতাগোর,O
,লগে,O
,আছেন,O
Sentence: 1724,যাওয়ার,O
,লগে,O
,লগে,O
,কী,O
,এককান,O
,শব্দ,O
,কইরলো,O
Sentence: 1725,আর,O
,বেক,O
,হোলামাইয়া,O
,লাইন,O
,ধরি,O
,খাড়াই,O
,গেছে,O
Sentence: 1726,আমরা,O
,সালাম,O
,গ্রহণ,O
,কইরলাম,O
Sentence: 1727,হেতারা,O
,স্লোগান,O
,আরম্ভ,O
,কইরলো,O
Sentence: 1728,আমরা,O
,বিদায়,O
,লই,O
,চলি,O
,আইলাম,O
Sentence: 1729,আই,O
,সাগর,B-LOC
,হাড়ি,O
,দিয়ুম,O
Sentence: 1730,বেক,O
,দিনের,O
,লাইন,O
,হেইদিনও,O
,হিগুন,O
,খেইলতে,O
,গেছিলো,O
Sentence: 1731,কোগা,O
,লোক,O
,হিতা,B-OBJ
,দি,O
,মাপজোখ,O
,কইরতেছে,O
Sentence: 1732,একজনের,O
,আতে,O
,আবার,O
,মোডা,O
,ওকগা,O
,খাতা,B-OBJ
Sentence: 1733,হিয়ানো,O
,কলম,B-OBJ
,দি,O
,কীসব,O
,টুই,O
,রাইখছে,O
Sentence: 1734,কী,O
,কইরছে,O
,হেইডাতো,O
,জানি,O
,না,O
Sentence: 1735,কয়েকজন,O
,একলগে,O
,বলি,O
,ওডে,O
Sentence: 1736,বদলাই,O
,যাইতেছে,O
,আঙ্গো,O
,খেলার,B-LOC
,মাঠকান,I-LOC
,তাই,O
,না,O
Sentence: 1737,কোন,O
,বিষয়,O
,লই,O
,আর,O
,রাগ,O
,থাইকলে,O
,আই,O
,কিছু,O
,কইলেও,O
,হেতনে,O
,চুপ,O
,করি,O
,থাই,O
,আরে,O
,বুঝায়,O
Sentence: 1738,নিজেরে,O
,হেতনে,O
,দূর্বল,O
,ভাবি,O
,ইগিন,O
,করে,O
Sentence: 1739,হেতনে,O
,মানুষকানই,O
,এরুম।বেকে,O
,কয়,O
,অনেক,O
,ভাইগ্য,O
,করি,O
,নাকি,O
,এরুম,O
,স্বামী,B-REL
,হাইছি,O
Sentence: 1740,আসলেই,O
,মানুষটার,O
,হতি,O
,আই,O
,মুগ্ধ,O
Sentence: 1741,এই,O
,মুগ্ধতায়,O
,বিভোর,O
,থাইকতে,O
,চাই,O
,আই,O
,আজীবন,O
Sentence: 1742,স্বামীর,B-REL
,হতি,O
,আর,O
,বিন্দুমাত্র,O
,কোন,O
,অভিযোগ,O
,নাই,O
Sentence: 1743,চলো,O
,একদিন,O
,দেয়া,O
,করি,O
,হুরা,O
,শহর,B-LOC
,রিক্সা,B-OBJ
,দি,O
,ঘুইরগুম,O
Sentence: 1744,ইয়ানের,O
,মাইঝখানে,O
,চাকরির,O
,হড়াশোনায়,O
,অনেকগিন,O
,ক্ষতি,O
,অই,O
,যায়,O
Sentence: 1745,আই,O
,আইজগা,O
,কফি,B-FOOD
,খাই,O
,ন,O
Sentence: 1746,আর,O
,মাথাত,O
,অনেক,O
,ব্যাথা,O
,কইরতেছে,O
Sentence: 1747,তোয়ার,O
,সৌন্দর্যে,O
,আই,O
,মুগ্ধ,O
Sentence: 1748,আই,O
,আইজগা,O
,সকালে,O
,হেতার,O
,লগে,O
,কতা,O
,কইছি,O
Sentence: 1749,তুমি,O
,কি,O
,আরে,O
,ঘুইরতে,O
,লই,O
,যাইবা,O
Sentence: 1750,আর,O
,স্বামী,B-REL
,তিন,O
,বছর,O
,ধরি,O
,বিদেশ,B-LOC
,আছেন,O
Sentence: 1751,তুমি,O
,কি,O
,রাইতে,O
,খাইছো,O
Sentence: 1752,আন্নে,O
,কি,O
,রাইতে,O
,খাইছেন,O
Sentence: 1753,হোলাগার,O
,নানার,B-REL
,বাড়ি,O
,বরিশালে,B-LOC
Sentence: 1754,হোলাগার,O
,গ্রামের,B-LOC
,বাড়ি,I-LOC
,রাজশাহীত,B-LOC
Sentence: 1755,আর,O
,হেসবুক,B-ORG
,আইডিকান,O
,যদি,O
,চিড়িয়াখানা,B-LOC
,অইতো,O
Sentence: 1756,ঢাকার,B-LOC
,মিরপুরে,I-LOC
,কাইলগার,O
,তুন,O
,বিদ্যুৎ,O
,যাইতেছে,O
,না,O
,কিল্লেই,O
Sentence: 1757,বিদ্যুৎ,O
,সমস্যার,O
,কি,O
,সমাধান,O
,অই,O
,গেছে,O
Sentence: 1758,পৃথিবীতে,B-LOC
,বাপের,B-REL
,হরেই,O
,দ্বিতীয়,O
,বীর,B-ROLE
,যোদ্ধা,I-ROLE
,অইলেন,O
,বড্ডা,B-REL
,ভাই,I-REL
Sentence: 1759,আর,O
,খিদা,O
,হাইছে,O
Sentence: 1760,সামনে,O
,কোরবানির,O
,ঈদ,O
,আইতেছে,O
Sentence: 1761,কোরবানির,O
,ঈদ,O
,অইলো,O
,ইসলামিক,O
,ধর্মের,O
,ওকগা,O
,হধান,O
,উৎসব,O
Sentence: 1762,চেতি,O
,গেলেন,O
,তো,O
,হারি,O
,গেলেন,O
Sentence: 1763,সুস্থ,O
,দেহ,O
,ও,O
,হশান্ত,O
,মন,O
,ওকগা,O
,মাইনষের,O
,বেকের,O
,তুন,O
,বড্ডা,O
,সম্পদ,O
Sentence: 1764,আর,O
,কাজ,O
,ও,O
,ব্যস্ততা,O
,বাইড়ছে,O
Sentence: 1765,অন্যের,O
,দোষ,O
,সহজেই,O
,খুঁজি,O
,হাওন,O
,যায়,O
Sentence: 1766,নিজের,O
,দোষ,O
,খুঁজি,O
,হাওন,O
,খুব,O
,কষ্টকর,O
Sentence: 1767,হইত্তেকদিন,O
,আই,O
,কিছু,O
,না,O
,কিছু,O
,শিইখখুম,O
Sentence: 1768,সুখী,O
,অইতে,O
,অইলে,O
,অহয়জনিয়,O
,অনেক,O
,কিছু,O
,ভুলি,O
,যাইতে,O
,অয়,O
Sentence: 1769,বেকে,O
,ভালোবাসা,O
,হাইতে,O
,চায়,O
Sentence: 1770,দৃষ্টিভঙ্গি,O
,বদলাইলে,O
,জীবন,O
,বদলি,O
,যাইবো,O
Sentence: 1771,আইজগা,O
,ছুটির,O
,দিন,O
Sentence: 1772,বেকের,O
,জীবনে,O
,ওকগা,O
,লক্ষ্য,O
,থাইকতে,O
,অইবো,O
Sentence: 1773,লক্ষ্য,O
,ঠিক,O
,করি,O
,আমরা,O
,জীবনে,O
,আগাই,O
,যাইতে,O
,হারি,O
Sentence: 1774,বেকেরে,O
,স্বাগতম,O
Sentence: 1775,কেরাসিন‌,O
,তৈলের,O
,দাম,O
,কাইমবার,O
,ফলে,O
,অক্টোবর,O
,এ,O
,চায়িদা,O
,বাইরছিলো,O
Sentence: 1776,হইত্তোদিন,O
,এগগা,O
,করি,O
,হেয়ারা,B-FOOD
,খাইলে,O
,হাইতাম,O
,হারেষ,O
,অনেক,O
,উফকার,O
Sentence: 1777,বিবিন্ন,O
,হলের,B-FOOD
,মইধ্যো,O
,হেয়ারা,B-FOOD
,অন্যতম,O
,জনপ্রিয়,O
,হল,B-FOOD
Sentence: 1778,ওজন,O
,কমাইবার,O
,লাই,O
,হেয়ারা,B-FOOD
,অন্যন্ত,O
,উপকারি,O
Sentence: 1779,গরমের,O
,দিনে,O
,তাজা,O
,নাইরকেল,B-FOOD
,খাওয়া,O
,আনন্দের,O
Sentence: 1780,আর,O
,বাড়ির,O
,হিসে,O
,এগগা,O
,নাইরকেল,B-FOOD
,গাছ,O
,আছে,O
Sentence: 1781,রশিঘরে,O
,কে,O
,খাড়াই,O
,রইছে,O
Sentence: 1782,মাডির,O
,হাতিলগুন,B-OBJ
,মেলা,O
,সুন্দর,O
Sentence: 1783,মোরগের,B-FOOD
,মাংস,I-FOOD
,দি,O
,ভাত,B-FOOD
,খাইতো,O
,আর,O
,মেলা,O
,ভাল্লাগে,O
Sentence: 1784,সিমের,B-FOOD
,তারকারি,I-FOOD
,দি,O
,আর,O
,ভাত,B-FOOD
,খাইতাম,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 1785,ককিয়া,B-FOOD
,খাইতে,O
,মেলা,O
,স্বাদ,O
Sentence: 1786,ককিয়া,B-FOOD
,বাংলাদেশ,B-LOC
,এর,O
,এগগা,O
,জনপ্রিয়,O
,হল,B-FOOD
Sentence: 1787,গেরামের,B-LOC
,তুন,O
,শহরে,B-LOC
,আইবার,O
,সুমে,O
,জাম্বুরা,B-FOOD
,কিনি,O
,আইনবা,O
Sentence: 1788,তুউই,O
,কি,O
,জামরুল,B-FOOD
,খাও,O
Sentence: 1789,হেতে,O
,সাদে,O
,মেলাগিন,O
,কবুতর,B-ANI
,হালে,O
Sentence: 1790,আংগোর,O
,খামারে,B-ORG
,৫০০০টার,O
,বেশি,O
,মুরগি,B-ANI
,আছে,O
Sentence: 1791,আই,O
,এগগা,O
,মুরগির,B-ANI
,বাইচ্চা,I-ANI
,হালি,O
Sentence: 1792,এগগা,O
,বিলাই,B-ANI
,ছা,I-ANI
,হাইলবার,O
,মেলা,O
,স্বাদ,O
,আর,O
Sentence: 1793,আই,O
,হাছর,O
,কাইটতান্ন,O
Sentence: 1794,তুউই,O
,এগগা,O
,বোকা,O
,মাইয়া,O
Sentence: 1795,বেকে,O
,ড্রয়িং,O
,রুমে,O
,বইসছে,O
Sentence: 1796,স্টোররুমগা,O
,কাচরা,O
,অই,O
,রাইছে,O
Sentence: 1797,ফোলোর,O
,গুন,O
,মার্বোল,B-OBJ
,হাত্তর,I-OBJ
,দি,O
,বানানি,O
Sentence: 1798,গেরামের,B-LOC
,মানুষঅগল,O
,লাকড়ির,B-OBJ
,চুলা,I-OBJ
,ব্যবয়ার,O
,করে,O
Sentence: 1799,আই,O
,দুফুরে,O
,বেগুন,O
,তরকারির,B-FOOD
,সুরবা,I-FOOD
,দি,I-FOOD
,ভাত,B-FOOD
,খাইছি,O
Sentence: 1800,লাউ,B-FOOD
,দি,O
,চিংড়ি/,B-FOOD
,ইচা,I-FOOD
,মাছের,I-FOOD
,সুরবা,O
,আর,O
,খুব,O
,হ্রিয়,O
,তরকারি,B-FOOD
Sentence: 1801,গরমের,O
,দিনে,O
,গোসল,O
,করন,O
,ছাড়া,O
,এগগা,O
,দিন,O
,টিকন,O
,মুশকিল,O
Sentence: 1802,আই,O
,গেরামের,B-LOC
,বাইত,I-LOC
,গেলে,O
,হুকুরে,B-LOC
,গোসল,O
,করি,O
Sentence: 1803,আন্নেরে,O
,যদি,O
,জিব্বাত,O
,হানি,O
,আনি,O
,দিব,O
,এমন,O
,এগগা,O
,হলের,B-FOOD
,নাম,O
,কয়,O
,তাইলে,O
,আন্নের,O
,মনে,O
,তেঁতুলের,B-FOOD
,নামই,O
,আইব,O
Sentence: 1804,ছোড,O
,বেলায়,B-REL
,তেতুলই,B-REL
,খাইতো,B-FOOD
,নিষেধ,O
,করে,O
,নো,O
,এইককান,O
,কাউরে,O
,মনে,O
,হয়,O
,না,O
,খুজি,O
,হাওন,O
,যাইভো,O
Sentence: 1805,তেতুলই,B-FOOD
,খাইলে,O
,বুদ্ধি,O
,কমিযায়,O
Sentence: 1806,তেঁতুই,B-FOOD
,লই,O
,হুদ,O
,আংগো,O
,দেশে,B-LOC
,না,O
,ফুরা,O
,উফমহাদেশেই,B-LOC
,ভুল,O
,ধারনা,O
,আছে,O
Sentence: 1807,ইগা,O
,আংগোর,O
,বাড়ির,O
,উডান,O
Sentence: 1808,ছোড,O
,বাইচ্চারা,O
,গেরামের,B-LOC
,বাড়ির,I-LOC
,উডানে,O
,খেইতেয়াছে,O
Sentence: 1809,এই,O
,বাইচ্চাগা,O
,অনেক,O
,অসুস্থ,O
Sentence: 1810,পেরায়,O
,দেড়,O
,মাস,O
,অইগেলেও,O
,বাইচ্চাগার,O
,অভিভাবক,B-ROLE
,হাওন,O
,যায়ধো,O
Sentence: 1811,হাসপাতালে,B-ORG
,কান্দের,O
,আহত,O
,শিশু,O
Sentence: 1812,বৃষ্টির,O
,দিনে,O
,কি,O
,বারিন্দার,O
,গাছে,O
,হানি,B-FOOD
,দিতে,O
,অইব,O
Sentence: 1813,বৃষ্টি,O
,অইলেও,O
,কি,O
,গাছে,O
,হানি,B-FOOD
,দিতে,O
,অইবো,O
Sentence: 1814,অতিরিক্ত,O
,হানি,B-FOOD
,হাই,O
,গাছগুন,O
,মরিযাইতো,O
,নো,O
,তো,O
Sentence: 1815,যেইদিন,O
,বৃষ্টি,O
,অইছে,O
,হেইদিন,O
,বারান্দার,O
,গাছে,O
,হানি,B-FOOD
,দিবার,O
,দরকার,O
,নাই,O
Sentence: 1816,শষা,B-FOOD
,এক,O
,প্রকার,O
,হল,B-FOOD
Sentence: 1817,গরমের,O
,সুমে,O
,শষা,B-FOOD
,বেশি,O
,হাওন,O
,যায়,O
Sentence: 1818,টমাটো,B-LOC
,বাজারে,I-LOC
,যে,O
,আগুন,O
,সাদারন,O
,মাইনষের,O
,কাছে,O
,এটা,O
,আর,O
,নতুন,O
,কিছু,O
,নো,O
Sentence: 1819,এই,O
,বাজারেই,B-LOC
,টমাটো,B-FOOD
,বেচি,O
,কোটিপতি,O
,অই,O
,গেছে,O
,এক,O
,কৃষক,O
Sentence: 1820,শইষ্যার,B-FOOD
,তৈল,I-FOOD
,দি,O
,মাছ,B-FOOD
,ভাজা,I-FOOD
,খাইয়ুণ,O
Sentence: 1821,শইষ্যার,B-FOOD
,তৈল,I-FOOD
,রাইনবার,O
,লাই,O
,ও,O
,গায়ে,O
,দিবার,O
,লাই,O
,ব্যবহার,O
,করা,O
,হয়,O
Sentence: 1822,শইষ্যার,O
,তৈল,O
,অকালে,O
,চুল,O
,হাকি,B-COL
,যাওন,O
,ও,O
,চুল,O
,হরা,O
,কমায়,O
Sentence: 1823,কেরাসিন,O
,তৈলের,O
,দাম,O
,দিন,O
,দিন,O
,বাড়ের,O
Sentence: 1824,আর,O
,দুইদিন,O
,ধরি,O
,সর্দি,O
,কাশি,O
Sentence: 1825,ইয়ানে,O
,থু,O
,হালান,O
,নিষেধ,O
Sentence: 1826,তেঁতুল,B-FOOD
,খাইলে,O
,রক্ত,O
,হানি,O
,অই,O
,যায়,O
Sentence: 1827,আই,O
,বাজারের,B-LOC
,তুন,O
,হেয়ারা,B-FOOD
,কিনি,O
,আইনছি,O
Sentence: 1828,বুইজা,B-REL
,নাইলকেল,B-FOOD
,এর,O
,হানি,I-FOOD
,হছন্দ,O
,করে,O
Sentence: 1829,মা,B-REL
,রশিঘরে,O
,তারকারি,B-FOOD
,রান্দের,O
Sentence: 1830,আর,O
,ছোড,B-REL
,ভাই,I-REL
,মুরগির,B-FOOD
,মাংস,I-FOOD
,খাইতাম,O
,ভালোবাসে,O
Sentence: 1831,সিম,B-FOOD
,ভাজি,I-FOOD
,আর,O
,হছন্দের,O
,সবজি,B-FOOD
Sentence: 1832,জাম্বুরা,B-FOOD
,ঠান্ড,O
,সর্দির,O
,লাই,O
,খাইলে,O
,ভালা,O
,হল,O
,পাওন,O
,যায়,O
Sentence: 1833,জামরুল,B-FOOD
,আর,O
,প্রিয়,O
,হল,B-FOOD
Sentence: 1834,মেলা,O
,মাইনষেই,O
,শখের,O
,বসে,O
,কবুতর,B-ANI
,হালে,O
Sentence: 1835,কবুতর,B-ANI
,হইলতে,O
,বেশি,O
,জায়গার,O
,ও,O
,প্রয়োজন,O
,হয়,O
,না,O
Sentence: 1836,দেশি,O
,মুরগি,B-ANI
,বছরে,O
,পঞ্চাশ,O
,ষাট,O
,গা,O
,ডিম,B-FOOD
,দেয়,O
Sentence: 1837,মানুষ,O
,দিলের,O
,বেলাত,O
,যত,O
,পরিষ্কার,O
,দেয়,O
,বিলাই,B-ANI
,রাইতের,O
,বেলা,O
,ইয়ার,O
,তুন,O
,ও,O
,ভালা,O
,দেয়,O
Sentence: 1838,তুই,O
,কি,O
,আরে,O
,বেকুব,O
,মনে,O
,করো,O
,নি,O
Sentence: 1839,আই,O
,ড্রয়িং,O
,রুমে,O
,বই,B-OBJ
,ছবি,O
,আইকতাম,O
,ভালোবাসি,O
Sentence: 1840,ঘরের,O
,থালাবাডি,B-OBJ
,থুইবার,O
,লাই,O
,স্টোর,O
,রুম,O
,দরকার,O
Sentence: 1841,ঘরের,O
,ফ্লোর,O
,পরিষ্কার,O
,কইরতে,O
,অইব,O
Sentence: 1842,বাংলাদেশ,B-LOC
,এ,O
,শীতকাল,O
,লাউ,B-FOOD
,চাষের,O
,লাই,O
,উপযোগী,O
Sentence: 1843,বেশি,O
,শীত,O
,ও,O
,না,O
,সুতরাং,O
,আবার,O
,বেলি,O
,গরম,O
,ও,O
,না,O
,এইরকম,O
,আবহাওয়া,O
,লাউ,B-FOOD
,চাষ,O
,কাইরবার,O
,লাই,O
,উওম,O
Sentence: 1844,উডানের,O
,তুন,O
,কতা,O
,কই,O
,হেতেন,O
,চলি,O
,গেছে,O
Sentence: 1845,মা,B-REL
,ঝাড়ু,B-OBJ
,দি,O
,ঘর,O
,হরিষ্কার,O
,কইরছে,O
Sentence: 1846,তেঁতুলের,B-OBJ
,কচি,I-OBJ
,হাতা,I-OBJ
,সিদ্ধ,O
,করি,O
,খাইলে,O
,সর্দি,O
,ভালা,O
,হঢ়,O
Sentence: 1847,আই,O
,খাবারের,B-FOOD
,টক,O
,খুব,O
,ভালোবাসি,O
Sentence: 1848,সকালে,O
,ঘুমের,O
,তুন,O
,উঠার,O
,হরে,O
,আই,O
,ভালো,O
,কাজে,O
,পর্যাপ্ত,O
,সময়,O
,ব্যায়,O
,কইরতাম,O
,চাই,O
Sentence: 1849,চাষাবাদ,O
,করি,O
,আই,O
,সময়,O
,কাডাই,O
Sentence: 1850,সর্দি,O
,অইলে,O
,গরম,O
,রং,B-FOOD
,চা,I-FOOD
,ভালা,O
,লাগে,O
Sentence: 1851,পেয়ারা,B-FOOD
,এককান,O
,মিষ্টি,O
,হল,B-FOOD
Sentence: 1852,নাইরকেলের,B-FOOD
,তুন,O
,নাইকেলের,B-FOOD
,হানি,I-FOOD
,হান,O
,যায়,O
Sentence: 1853,রশিঘরে,O
,আই,O
,রান্ডি,O
Sentence: 1854,ভাত,B-FOOD
,রাইনবার,O
,পাত্রগা,B-OBJ
,শক্ত,O
,করি,O
,ঢাকি,O
,রাইকতে,O
,অইবো,O
Sentence: 1855,সিম,B-FOOD
,বেঅ,O
,ধরনের,O
,মাডিতে,O
,চাষ,O
,করন,O
,যায়,O
Sentence: 1856,ককিয়া,B-FOOD
,এগগা,O
,স্বাদের,O
,হল,B-FOOD
Sentence: 1857,মেলাগিন,O
,কবুতর,B-ANI
,আকাশে,O
,উড়েড়,O
Sentence: 1858,এগগা,O
,নতুন,O
,স্টোর,O
,রুম,O
,তৈরি,O
,কইরতাম,O
,হারেন,O
Sentence: 1859,সিলোট,B-LOC
,নগরীর,I-LOC
,শেখঘাট,I-LOC
,এলাকায়,O
,গড়ি,O
,উইঠছে,O
,বেশ,O
,কগুন,B-OBJ
,দাইড়বার,O
,কারখানা,O
Sentence: 1860,তেঁতুল,B-FOOD
,এর,I-FOOD
,টক,I-FOOD
,দি,O
,ফুসকা,B-FOOD
,খাইয়ুম,O
Sentence: 1861,কাচা,B-FOOD
,আমের,I-FOOD
,শরবত,I-FOOD
,মেলা,O
,চুয়া,O
Sentence: 1862,শইষ্যার,B-FOOD
,তেল,B-FOOD
,দি,O
,ঝালমুড়ি,B-FOOD
,বানাও,O
Sentence: 1863,এই,O
,বেকুব,O
,কোনো,O
,বিষয়েই,O
,জানে,O
,না,O
Sentence: 1864,ঘামে,O
,শরীর,O
,এর,O
,তুন,O
,যেই,O
,খনিজ,O
,লবন,B-OBJ
,ও,O
,হানি,I-OBJ
,বাইর,O
,অই,O
,যায়,O
,হেটার,O
,মেলাটায়,O
,পুরন,O
,কইরতাম,O
,হারে,O
,লাউ,B-FOOD
Sentence: 1865,বাংলাদেশ,B-LOC
,এ,O
,জনপ্রিয়,O
,সবজির,B-FOOD
,অন্যতম,O
,লাউ,B-FOOD
,যেটা,O
,অন,O
,প্রায়,O
,সারাবছরই,O
,এ,O
,হান,O
,যায়,O
Sentence: 1866,ওজন,O
,কমাইবার,O
,লাই,O
,শষার,B-FOOD
,সুপ,I-FOOD
,খান,O
,যায়,O
Sentence: 1867,এই,O
,তেতুলইর,B-FOOD
,নাম,O
,লইলে,O
,মুখে,O
,হানি,O
,আইয়ে,O
,না,O
,এইক্কান,O
,মানুষ,O
,খুজি,O
,পাওয়া,O
,কঠিন,O
Sentence: 1868,আবেগপ্রবন,O
,মানুষ,O
,বোকা,O
,থায়,O
Sentence: 1869,প্রথম,O
,দেখাত,O
,কুনুগারে,O
,সরল,O
,মনে,O
,বিশ্বাস,O
,কইরতে,O
,যাইয়েন,O
,না,O
Sentence: 1870,লবন,B-FOOD
,ছাড়া,O
,তারকারি,B-FOOD
,যেইক্কান,O
,স্বাদহীন,O
,বিশ্বাস,O
,ছাড়া,O
,সম্পর্ক,O
,হেক্কান,O
,মূ্ল্যহীন,O
Sentence: 1871,কাউরে,O
,মিত্যা,O
,কই,O
,হাসানির,O
,তুন,O
,সত্যি,O
,কই,O
,কাদানি,O
,ভালা,O
Sentence: 1872,একে,O
,অফরের,O
,প্রতি,O
,যত,O
,বেশী,O
,বিশ্বাস,O
,থাইকব,O
,হেতাগো,O
,ভালোবাসার,O
,পাল্লা,O
,ততবেশি,O
,ভারী,O
,অইব,O
Sentence: 1873,বৃষ্টি,O
,বাড়ি,O
,তাফমাত্রা,O
,কইমবার,O
,সুখবর,O
,দিছে,O
,আবহাওয়া,O
,অধিদপ্তর,B-ORG
Sentence: 1874,হুরা,O
,বর্ষার,O
,ভিত্তে,O
,আতে,O
,গোনা,O
,কয়েকদিন,O
,বৃষ্টি,O
,অইবার,O
,হরেদি,O
,আর,O
,মেগের,O
,দেয়া,O
,নাই,O
Sentence: 1875,খাইবার,O
,অনেক,O
,আগেই,O
,যদি,O
,ভাত,B-FOOD
,রান্দা,O
,অই,O
,যায়,O
,তই,O
,ডাকনা,B-OBJ
,হরাই,O
,এগগা,O
,তোয়াইল্লা,B-OBJ
,দি,O
,ঢাকি,O
,রাক,O
Sentence: 1876,বাংলাদেশে,B-LOC
,চৌষট্টি,O
,গা,O
,জেলা,B-LOC
Sentence: 1877,আন্ডা,O
,বেজ্ঞুন,O
,কাইল্লা,O
,বাইরে,O
,গেসিলাম,O
Sentence: 1878,তোওয়ার,O
,কথা,O
,কইবার,O
,ধরন,O
,অনেক,O
,সুন্দর,O
Sentence: 1879,বরিশালের,B-LOC
,মানুষ,O
,কেইচ্চা,O
,অয়,O
Sentence: 1880,খুলনা,B-LOC
,জেলা,I-LOC
,কি,O
,অনেক,O
,সুন্দর,O
Sentence: 1881,খুলনার,B-LOC
,মানুষ,O
,হেইচ্চা,O
,সুন্দর,O
,অয়,O
,না,O
Sentence: 1882,কোন,O
,সময়,O
,চিন্তা,O
,করি,O
,সাইসেন,O
,আই,O
,নো,O
,থাইকলে,O
,তোওয়ার,O
,কিয়া,O
,অইত,O
Sentence: 1883,এতো,O
,ভাবার,O
,সময়,O
,কন্ডে,O
Sentence: 1884,দুফুরে,O
,রোদে,O
,আই,O
,কালা,O
,অই,O
,গেসি,O
Sentence: 1885,আই,O
,জানি,O
,তুই,O
,চিঠি,B-OBJ
,ইয়া,O
,এখনো,O
,হইরতে,O
,শুরু,O
,কইরব,O
Sentence: 1886,আম,B-FOOD
,দি,O
,বানাই,O
,হেলতে,O
,হাইরবেন,O
,শরবন,B-FOOD
Sentence: 1887,আইজ্জা,O
,স্কুলে,B-ORG
,তোন্ডার,O
,কিয়া,O
,কিয়া,O
,হরাইসে,O
Sentence: 1888,আরে,O
,আগের,O
,কোনো,O
,কথা,O
,কিছুই,O
,মনে,O
,নাই,O
Sentence: 1889,তুই,O
,এত,O
,অমনোযোগী,O
,অইলে,O
,হরিক্ষায়,O
,ভালা,O
,ফলাফল,O
,কইত্তোনো,O
Sentence: 1890,এই,O
,বিষয়,O
,কিয়া,O
,কইত্তাম,O
,আই,O
Sentence: 1891,হোয়রে,O
,মানুষ,O
,একজন,O
,আরেকজনের,O
,ফ্রতি,O
,হংসা,O
,করে,O
Sentence: 1892,আই,O
,আর,O
,বাসার,O
,সামনে,O
,খেলার,B-LOC
,মাঠেত্তে,I-LOC
,খেলি,O
Sentence: 1893,আম,B-FOOD
,দি,O
