Sentence #,barishal_word,bio_tag
,কই,O
,না,O
Sentence: 1593,হ্যায়,O
,কি,O
,বিদেশে,B-LOC
,গোনে,O
,আইছে,O
Sentence: 1594,হগলডির,O
,ভাষা,O
,এক,O
,রহমের,O
,না,O
Sentence: 1595,হ্যার,O
,ধারে,O
,বেমালা,O
,টাহা,B-OBJ
,আছে,O
Sentence: 1596,কয়ডা,O
,দিন,O
,অপেক্ষা,O
,কর,O
Sentence: 1597,মোর,O
,বাড়ির,O
,ধারে,O
,রাস্তার,B-LOC
,পাশে,O
,এউক্কা,O
,ফুলের,B-OBJ
,দোহান,O
Sentence: 1598,হ্যার,O
,ধারে,O
,ম্যালা,O
,দেশের,B-LOC
,টাহা,B-OBJ
,আছে,O
Sentence: 1599,মুই,O
,তোমারে,O
,এউক্কা,O
,উপহার,O
,দেতে,O
,চাই,O
Sentence: 1600,বেবাক,O
,হুইননা,O
,মুই,O
,কইলাম,O
Sentence: 1601,কয়ডা,O
,দিন,O
,অপেক্ষা,O
,কইররা,O
,দ্যাহো,O
Sentence: 1602,কয়ডা,O
,দিন,O
,পর,O
,পারুল,B-PER
,নিজেই,O
,কইলো,O
,বইডা,B-OBJ
,পাওয়া,O
,গ্যাছে,O
Sentence: 1603,এউক্কা,O
,বই,B-OBJ
,লইয়া,O
,এত,O
,ঘটনা,O
,ঘইটটা,O
,যাইবে,O
Sentence: 1604,হ্যায়,O
,না,O
,বুইজঝা,O
,অন্যডির,O
,দোষ,O
,দেতেয়াছেলে,O
Sentence: 1605,কমলাপুর,B-LOC
,রেল,I-LOC
,এস্টেশন,I-LOC
,গোনে,O
,বুইনের,B-REL
,বাড়ি,O
,যাইতেয়াছি,O
Sentence: 1606,বুইনের,B-REL
,বাড়ির,O
,ধারে,O
,রাস্তার,B-LOC
,পাশে,O
,এউক্কা,O
,ফুলের,B-OBJ
,দোহান,O
Sentence: 1607,রজনীগন্ধা,B-OBJ
,গোলাপ,B-OBJ
,গেন্দাসহ,B-OBJ
,ম্যালা,O
,রহমের,O
,ফুল,B-OBJ
,আছে,O
,দোহানে,B-ORG
Sentence: 1608,বড়,B-REL
,বুইনের,I-REL
,লইজ্ঞা,O
,কয়ডা,O
,হোবরি,B-FOOD
,কেনছে,O
Sentence: 1609,বড়,B-REL
,বুইন,I-REL
,কয়ডা,O
,হোবরি,B-FOOD
,কেনছে,O
Sentence: 1610,ত্যায়,O
,মুই,O
,কি,O
,করমু,O
Sentence: 1611,সমান,O
,দুজ্ঞা,O
,টুকরা,O
,হইয়া,O
,গ্যাছে,O
Sentence: 1612,দুইটুকরা,O
,হইলে,O
,ক্যামনে,O
Sentence: 1613,এইজ্ঞা,O
,মোগো,O
,বাড়ি,O
Sentence: 1614,এই,O
,বাড়িউজ্ঞা,O
,মোগো,O
Sentence: 1615,পোরথোমে,O
,বালিশের,B-OBJ
,তলে,O
,হাতাইছে,O
Sentence: 1616,এত্তো,O
,সুন্দর,O
,লাগে,O
,হ্যার,O
Sentence: 1617,খালি,O
,চাইয়া,O
,থাকতে,O
,ইচ্ছা,O
,করে,O
Sentence: 1618,হ্যাগো,O
,বাগান,B-LOC
,অন্যগো,O
,বাগানের,B-LOC
,নাহান,O
,না,O
Sentence: 1619,বিশাল,O
,এত্তোর,O
,এত্তোর,O
,গাছ,O
Sentence: 1620,পুতুলের,B-OBJ
,এইয়ার,O
,লইজ্ঞাই,O
,একছের,O
,মন,O
,খারাপ,O
Sentence: 1621,গাছগুলানের,O
,দিক,O
,চাইলেই,O
,হ্যার,O
,কান্দোন,O
,পাইয়া,O
,যায়,O
Sentence: 1622,গুরাগারারা,O
,ম্যালা,O
,কাম,O
,করে,O
,যেইডি,O
,বড়রা,O
,পছন্দ,O
,করেনা,O
Sentence: 1623,হেইয়াছাড়াও,O
,আরেউক্কা,O
,কারণও,O
,আছে,O
Sentence: 1624,ঘরে,O
,আলো,O
,বাতাস,O
,হেইরহম,O
,ঢোকতে,O
,পারে,O
,না,O
Sentence: 1625,মোগো,O
,চলতেই,O
,পারে,O
,না,O
Sentence: 1626,হাত,O
,তালি,O
,দিয়া,O
,কি,O
,পড়া,O
,যায়,O
Sentence: 1627,কোনহানে,O
,যাওনের,O
,রাস্তা,O
,নাই,O
Sentence: 1628,এইহানে,O
,বোলে,O
,এউক্কা,O
,শিশুপার্ক,B-LOC
,হইবে,O
Sentence: 1629,তোমাগো,O
,কথা,O
,হুইননা,O
,হাসতেয়াছি,O
Sentence: 1630,মিছা,O
,কথা,O
,কইও,O
,না,O
Sentence: 1631,যেই,O
,অত্যাচার,O
,করে,O
Sentence: 1632,মাডির,B-LOC
,রাস্তার,I-LOC
,দুইপাশে,O
,কোলা,B-LOC
Sentence: 1633,হুটকইররা,O
,সামনের,O
,মাইয়াউজ্ঞা,O
,থমকাইয়া,O
,খাড়াইছে,O
Sentence: 1634,কোলা,B-LOC
,পার,O
,হইয়াই,O
,এইক্কা,O
,বড়,O
,পুহুইর,B-LOC
Sentence: 1635,চোখের,O
,বায়ড়ায়,O
,গ্যাছে,O
Sentence: 1636,হ্যায়,O
,মোর,O
,চোখের,O
,বায়ড়ায়,O
,গ্যাছে,O
Sentence: 1637,হেইহানের,O
,পানি,O
,টলটইল্লা,O
Sentence: 1638,পুহুইরের,B-LOC
,ধারে,O
,এউক্কা,O
,বড়,O
,আমগাছ,O
Sentence: 1639,মোর,O
,মনে,O
,হইতেয়াছে,O
,এইফির,O
,বেমালা,O
,আম,B-FOOD
,ধরবে,O
Sentence: 1640,মুই,O
,আম,B-FOOD
,খাইতে,O
,ভালোবাসি,O
Sentence: 1641,হেই,O
,আমগাছের,O
,দিক,O
,চাইয়া,O
,আল্লাহম,O
Sentence: 1642,আমগাছের,O
,দিক,O
,চাইয়া,O
,এউক্কা,O
,মাইয়া,O
,কইলো,O
Sentence: 1643,মোর,O
,দিক,O
,চাইয়া,O
,এউক্কা,O
,মাইয়া,O
,কইলো,O
Sentence: 1644,হগলডি,O
,চাইয়া,O
,দ্যাখলো,O
Sentence: 1645,আমগাছে,O
,বেমালা,O
,বোল,B-OBJ
,আইছে,O
Sentence: 1646,সাদা,B-COL
,বোলে,B-OBJ
,আমগাছের,O
,সবুজ,B-COL
,পাতা,B-OBJ
,ঢাইক্কা,O
,গ্যাছে,O
Sentence: 1647,হ্যার,O
,বয়স,O
,কমবেশি,O
,সত্তুর,O
,বছর,O
Sentence: 1648,হ্যায়,O
,অগো,O
,কথা,O
,হুইন্না,O
,কয়,O
Sentence: 1649,অয়,O
,ঠিকই,O
,কইছে,O
Sentence: 1650,যেই,O
,বছর,O
,ধান,O
,ভালো,O
,হয়,O
,হেই,O
,বছর,O
,আমের,B-FOOD
,ফলনও,O
,ভালো,O
,হয়,O
Sentence: 1651,হগলডি,O
,যহন,O
,পড়তে,O
,বয়,O
,রাজীব,B-PER
,হেইকালে,O
,ঘুমায়,O
Sentence: 1652,হগলডি,O
,যহন,O
,পড়তে,O
,বয়,O
,মুই,O
,হেইকালে,O
,ঘুমাই,O
Sentence: 1653,মুই,O
,বেইন্নাহালে,O
,দেড়ি,O
,কইররা,O
,ঘুমে,O
,গোনে,O
,উডি,O
Sentence: 1654,মুই,O
,ঠিকই,O
,কইছি,O
Sentence: 1655,ভাই,O
,তহন,O
,পড়তে,O
,বহে,O
Sentence: 1656,মুই,O
,বেইন্নাহালে,O
,পড়তে,O
,বই,O
Sentence: 1657,আইজকাইল,O
,কি,O
,যে,O
,করতেয়াছে,O
,পোলাডা,O
Sentence: 1658,বয়স,O
,হবায়,O
,চাইর,O
,বছর,O
,পুরা,O
,হইছে,O
Sentence: 1659,হগলকিছুতেই,O
,হ্যার,O
,আউলাঝাউলা,O
,আচরণ,O
Sentence: 1660,আব্বা,B-REL
,একদিন,O
,কথায়,O
,কথায়,O
,মায়রে,B-REL
,কয়,O
Sentence: 1661,পোলাডার,O
,হগল,O
,কাম,O
,এইরহম,O
,আউলাঝাউলা,O
,হইতেয়াছে,O
,কির,O
,লইজ্ঞা,O
Sentence: 1662,মাইয়াডার,O
,হগল,O
,কাম,O
,এইরহম,O
,আউলাঝাউলা,O
,হইতেয়াছে,O
,কির,O
,লইজ্ঞা,O
Sentence: 1663,হগল,O
,কাম,O
,তো,O
,আউলাঝাউলা,O
,হইতেয়াছে,O
,না,O
Sentence: 1664,মুই,O
,খাওয়াইয়া,O
,দেলে,O
,রাজীব,B-PER
,সময়মতো,O
,খায়,O
Sentence: 1665,মায়ের,B-REL
,কথা,O
,হুইন্না,O
,আব্বা,B-REL
,হাসে,O
Sentence: 1666,আরেকটু,O
,বড়,O
,হইলে,O
,কি,O
,করবে,O
,হেইডাই,O
,দ্যাহার,O
,বিষয়,O
Sentence: 1667,আরেকটু,O
,বড়,O
,হইলে,O
,কি,O
,করবে,O
Sentence: 1668,তহন,O
,সময়মত,O
,পড়বে,O
,ঘুমাইবে,O
,আর,O
,খ্যালবে,O
Sentence: 1669,বুর,B-REL
,ধারে,O
,এউক্কা,O
,পুরান,O
,সিন্দুক,B-OBJ
,আছে,O
Sentence: 1670,হেই,O
,সিন্দুক,B-OBJ
,হগলকালে,O
,তালা,B-OBJ
,দিয়া,O
,আটাকাইন্না,O
,থাহে,O
Sentence: 1671,ম্যালাদিন,O
,ধইররা,O
,অউজ্ঞা,O
,খোলা,O
,হয়না,O
Sentence: 1672,এই,O
,সিন্দুকের,B-OBJ
,মইধ্যে,O
,কি,O
,আছে,O
Sentence: 1673,বু,B-REL
,অটাশ,O
,চোখে,O
,মোর,O
,দিক,O
,চাইলো,O
Sentence: 1674,চাবি,B-OBJ
,দিয়া,O
,তালা,B-OBJ
,খোলার,O
,পর,O
,বেবাক,O
,দ্যাখতে,O
,পাবা,O
Sentence: 1675,মোর,O
,আর,O
,তোমার,O
,মায়ের,B-REL
,বেমালা,O
,গয়না,B-OBJ
,আছে,O
Sentence: 1676,বাজারে,B-LOC
,গোনে,O
,চাবি,B-ROLE
,বানাইন্নার,I-ROLE
,মানু,I-ROLE
,আনাইছে,O
Sentence: 1677,তিশার,B-PER
,লইজ্ঞা,O
,সিন্দুক,B-OBJ
,খোলা,O
,হইবে,O
Sentence: 1678,পলাশের,B-PER
,নানা,B-REL
,আর,O
,নানি,B-REL
,একদিনেই,O
,মরছে,O
Sentence: 1679,নানার,B-REL
,বড়,O
,অসুখ,O
,হইল্লে,O
Sentence: 1680,অসুখে,O
,হ্যায়,O
,কয়েক,O
,বছর,O
,ভোগছে,O
Sentence: 1681,হ্যারে,O
,হাসপাতালে,B-ORG
,লওয়া,O
,হইল্লে,O
Sentence: 1682,তয়,O
,বাচাইন্না,O
,যায়নাই,O
Sentence: 1683,ম্যালাদিন,O
,পলাশের,B-PER
,মন,O
,বেমালা,O
,খারাপ,O
,আল্লেহ,O
Sentence: 1684,ম্যালাদিন,O
,মোর,O
,মন,O
,বেমালা,O
,খারাপ,O
,আল্লেহ,O
Sentence: 1685,হেইতে,O
,তহন,O
,হ্যায়,O
,কারো,O
,লগে,O
,কথা,O
,কইতে,O
,না,O
Sentence: 1686,মানের,O
,বয়স,O
,আর,O
,মরন,O
,ঠেহাইন্না,O
,যায়,O
,না,O
Sentence: 1687,হ্যাও,O
,প্রতিডা,O
,মরন,O
,মানেরে,O
,কষ্ট,O
,দ্যায়,O
Sentence: 1688,শ্যাষ,O
,বলে,O
,ছক্কা,O
,মাইররা,O
,বাংলাদেশ,B-ORG
,জিততা,O
,গ্যাছে,O
Sentence: 1689,আহা,O
,কি,O
,চমেতকার,O
,খেলা,O
,দ্যাখলাম,O
Sentence: 1690,ছোডো,B-REL
,বুইন,I-REL
,চিল্লান,O
,দিয়া,O
,ওঠছে,O
,দারুণ,O
Sentence: 1691,বাহ,O
,এইরহম,O
,খ্যালা,O
,ম্যালাদিন,O
,দেহিনাই,O
Sentence: 1692,আহারে,O
,যেরা,O
,হাইররা,O
,গ্যাছে,O
,অগো,O
,মনে,O
,বেমালা,O
,কষ্ট,O
Sentence: 1693,খ্যালায়,O
,হারজিত,O
,থাকতেই,O
,পারে,O
Sentence: 1694,অরে,O
,ব্যাডা,O
,এইয়ার,O
,মইধ্যেই,O
,দেহি,O
,বিজয়,O
,মিছিল,O
,শুরুহইয়া,O
,গ্যাছে,O
Sentence: 1695,বাপরে,O
,বাপ,O
,কত্তোর,O
,মিছিল,O
Sentence: 1696,এউক্কা,O
,শব্দের,O
,ম্যালা,O
,রহমের,O
,অর্থ,O
,থাকতে,O
,পারে,O
Sentence: 1697,আম,B-FOOD
,পাহে,O
,বৈশাখে,O
,কুল,B-FOOD
,পাহে,O
,ফাগুনে,O
Sentence: 1698,কাচা,B-OBJ
,ইট,I-OBJ
,পাহা,O
,হয়,O
,পুড়াইলে,O
,হেইয়া,O
,আগুনে,O
Sentence: 1699,রউদে,O
,জইল্যা,O
,টেহে,O
,রঙ,B-COL
,পাহা,O
,কই,O
,হেইয়ারে,O
Sentence: 1700,খাওনডা,B-FOOD
,পুরা,O
,হয়,O
,লুচি,B-FOOD
,দই,B-FOOD
,খাওনে,O
Sentence: 1701,চুল,O
,পাহে,O
,বাতাসে,O
Sentence: 1702,পাকনা,O
,পোলা,O
,ম্যালা,O
,কথা,O
,কয়,O
,হ্যায়,O
Sentence: 1703,কান,O
,পাহে,O
,ফোড়া,O
,পাহে,O
Sentence: 1704,বুদ্ধি,O
,পাহাইয়া,O
,উডায়,O
,লেহাপড়া,O
,গিলাইয়া,O
Sentence: 1705,কথা,O
,যের,O
,পাহা,O
,না,O
,কামে,O
,হ্যার,O
,ঠনঠন,O
Sentence: 1706,বেমালা,O
,দুরের,O
,পথ,O
Sentence: 1707,বাসে,B-OBJ
,কইররাই,O
,হ্যারে,O
,রওনা,O
,দেতে,O
,হইছে,O
Sentence: 1708,বাসে,B-OBJ
,গোনে,O
,যহন,O
,নামছে,O
,তহন,O
,বেইন্নাহাল,O
,হইয়া,O
,গ্যাছে,O
Sentence: 1709,বেয়ান,O
,হইয়া,O
,গ্যাছে,O
Sentence: 1710,এউক্কা,O
,ভালো,O
,কাম,O
,করতে,O
,পারবেন,O
Sentence: 1711,তোমাগো,O
,কারো,O
,বিশ্বাস,O
,হইবেনা,O
Sentence: 1712,কথাডা,O
,তোমাগো,O
,কারো,O
,বিশ্বাস,O
,হইবেনা,O
Sentence: 1713,বেমালা,O
,নতুন,O
,বই,B-OBJ
,দেইকখা,O
,মুই,O
,অটাশ,O
,হইয়া,O
,কইলাম,O
Sentence: 1714,আমনে,O
,কি,O
,মোগো,O
,বাড়ি,O
,আইছেন,O
Sentence: 1715,হ্যায়,O
,মোর,O
,কথার,O
,উত্তরে,O
,কিছু,O
,কইলেন,O
,না,O
Sentence: 1716,হ্যায়,O
,মোর,O
,কথার,O
,উত্তরে,O
,ছোডো,O
,কইররা,O
,কইলেন,O
,হ,O
Sentence: 1717,বইডির,B-OBJ
,দিক,O
,চাইয়া,O
,আল্লাহম,O
Sentence: 1718,খালি,O
,হ্যার,O
,হাতের,O
,দিক,O
,চাইয়া,O
,আল্লাহম,O
Sentence: 1719,কির,O
,লইজ্ঞা,O
,হেইয়া,O
,কি,O
,জানতে,O
,পারি,O
Sentence: 1720,হেইয়ার,O
,পর,O
,মোরা,O
,লাইব্রেরি,B-LOC
,দ্যাখতে,O
,যাই,O
Sentence: 1721,বেমালা,O
,বড়,O
,লাইব্রেরি,B-LOC
,সন্দেহ,O
,নাই,O
,ব্যবস্থাও,O
,ম্যালা,O
,ভালো,O
Sentence: 1722,পড়ার,O
,রুমগুলান,O
,ভাগ,O
,ভাগ,O
,করা,O
,রইছে,O
Sentence: 1723,শিক্ষকরাও,B-ROLE
,হ্যাগো,O
,লগে,O
,আছে,O
Sentence: 1724,যাওনের,O
,লগে,O
,লগে,O
,কিরহম,O
,এউক্কা,O
,আওয়াজ,O
,করল,O
Sentence: 1725,আর,O
,হগল,O
,পোলামাইয়া,O
,লাইন,O
,বাইন্ধা,O
,খাড়াইয়া,O
,গ্যাল,O
Sentence: 1726,মোরা,O
,সালাম,O
,নেলাম,O
Sentence: 1727,হ্যারা,O
,স্লোগান,O
,আরম্ভ,O
,করল,O
Sentence: 1728,মোরা,O
,বিদায়,O
,লইয়া,O
,চইললা,O
,আইলাম,O
Sentence: 1729,মুই,O
,সাগর,B-LOC
,পাড়ি,O
,দিমু,O
Sentence: 1730,হগলদিনের,O
,নাহান,O
,হেইদিনও,O
,অরা,O
,খ্যালতে,O
,গ্যাল্লেহ,O
Sentence: 1731,গোডাচাইরে,O
,মানু,O
,ফিতা,B-OBJ
,লইয়া,O
,মাপামাপি,O
,করতেয়াছে,O
Sentence: 1732,একজনের,O
,হাতে,O
,আবার,O
,মোডা,O
,এউক্কা,O
,খাতা,B-OBJ
Sentence: 1733,হেইহানে,O
,কলম,B-OBJ
,দিয়া,O
,কিজানি,O
,তুইল্লা,O
,রাখতেয়াছে,O
Sentence: 1734,কি,O
,করতেয়াছে,O
,হেইয়া,O
,তো,O
,জানি,O
,না,O
Sentence: 1735,কয়েকজন,O
,একলগে,O
,কইয়া,O
,ওডে,O
Sentence: 1736,পালডাইয়া,O
,যাইতেয়াছে,O
,মোগো,O
,খ্যালার,B-LOC
,মাঠটা,I-LOC
,না,O
Sentence: 1737,কোন,O
,বিষয়,O
,লইয়া,O
,মোর,O
,রাগ,O
,থাকলে,O
,মুই,O
,কিছু,O
,কইলেও,O
,হ্যায়,O
,চুপ,O
,কইররা,O
,থাইক্কা,O
,মোরে,O
,বুঝায়,O
Sentence: 1738,নিজেরে,O
,দুর্বল,O
,ভাইব্বা,O
,এইরহম,O
,করে,O
Sentence: 1739,হ্যায়,O
,মানুডা,O
,এমন,O
,হগলডি,O
,কয়,O
,ম্যালা,O
,ভাগ্য,O
,কইররা,O
,এরহম,O
,জামাই,B-REL
,পাইছি,O
Sentence: 1740,আসলেই,O
,মানুডার,O
,উপরে,O
,মুই,O
,মুগ্ধ,O
Sentence: 1741,এইরহম,O
,মুগ্ধতায়,O
,বিভোর,O
,থাকতে,O
,চাই,O
,মুই,O
,হারাজীবন,O
Sentence: 1742,জামাইর,B-REL
,উপরে,O
,মোর,O
,একটুও,O
,কোন,O
,বিচার,O
,নাই,O
Sentence: 1743,লও,O
,একদিন,O
,দ্যাহা,O
,করি,O
,পুরা,O
,শহর,B-LOC
,রিসকায়,B-OBJ
,ঘুরমু,O
Sentence: 1744,এইয়ার,O
,মইধ্যে,O
,চাকরির,O
,পড়ালেহায়,O
,ম্যালা,O
,ক্ষেতি,O
,হইয়া,O
,যায়,O
Sentence: 1745,মুই,O
,আইজ,O
,কফি,B-FOOD
,খাইনাই,O
Sentence: 1746,মোর,O
,মাথায়,O
,ম্যালা,O
,ব্যাথা,O
,করতেয়াছে,O
Sentence: 1747,তোমার,O
,সৌন্দর্যে,O
,মুই,O
,মুগ্ধ,O
Sentence: 1748,মুই,O
,আইজ,O
,বেইন্নাহালে,O
,হ্যার,O
,লগে,O
,কথা,O
,কইছি,O
Sentence: 1749,তুমি,O
,কি,O
,মোরে,O
,ঘোরতে,O
,লইয়া,O
,যাবা,O
Sentence: 1750,মোর,O
,জামাই,B-REL
,তিন,O
,বছর,O
,ধইররা,O
,বিদেশ,B-LOC
,আছে,O
Sentence: 1751,তুমি,O
,কি,O
,রাইতে,O
,খাইছো,O
Sentence: 1752,আমনে,O
,কি,O
,রাইতে,O
,খাইছেন,O
Sentence: 1753,পোলাডার,O
,নানা,B-REL
,বাড়ি,O
,বরিশাল,B-LOC
Sentence: 1754,পোলাডার,O
,গেরামের,B-LOC
,বাড়ি,I-LOC
,রাজশাহী,B-LOC
Sentence: 1755,মোর,O
,ফেসবুক,B-ORG
,আইডি,O
,ডা,O
,যদি,O
,চিড়িয়াখানা,B-LOC
,হইতে,O
Sentence: 1756,ঢাহার,B-LOC
,মিরপুরে,I-LOC
,কাইলগো,O
,গোনে,O
,কারেন্ট,O
,যাইতেয়াছেনা,O
,কির,O
,লইজ্ঞা,O
Sentence: 1757,কারেন্টের,O
,সমেস্যার,O
,কি,O
,সুরাহা,O
,হইছে,O
Sentence: 1758,পিরথিবীতে,B-LOC
,আব্বার,B-REL
,পরেই,O
,দুইনম্বর,O
,বীর,B-ROLE
,যোদ্ধা,I-ROLE
,হইলে,O
,ন্যাভাই,B-REL
Sentence: 1759,মোর,O
,খিদা,O
,পাইছে,O
Sentence: 1760,সামনে,O
,কোরবানির,O
,ঈদ,O
,আইতেয়াছে,O
Sentence: 1761,কোরবানির,O
,ঈদ,O
,হইলে,O
,ইসলাম,O
,ধর্মের,O
,এউক্কা,O
,পোরধান,O
,উৎসব,O
Sentence: 1762,চেইত্যা,O
,গ্যাছেন,O
,ত্যায়,O
,ঠইজ্ঞা,O
,গ্যাছেন,O
Sentence: 1763,সুস্থ,O
,দেহ,O
,আর,O
,প্রশান্ত,O
,মন,O
,এউক্কা,O
,মানের,O
,সব,O
,চাইয়া,O
,বড়,O
,সম্পদ,O
Sentence: 1764,মোর,O
,কাম,O
,আর,O
,ব্যস্ততা,O
,বাড়তেয়াছে,O
Sentence: 1765,অন্যের,O
,দোষ,O
,সহজেই,O
,খুইজ্জা,O
,পাওন,O
,যায়,O
Sentence: 1766,নিজের,O
,দোষ,O
,খুইজ্জা,O
,পাওয়া,O
,ম্যালা,O
,কষ্টকর,O
Sentence: 1767,পেরতেকদিন,O
,মুই,O
,কিছু,O
,না,O
,কিছু,O
,শিখমু,O
Sentence: 1768,সুখী,O
,হইতে,O
,হইলে,O
,অপ্রয়োজনীয়,O
,ম্যালা,O
,কিছু,O
,ভুইল্লা,O
,যাইতে,O
,হয়,O
Sentence: 1769,হগলডি,O
,ভালোবাসা,O
,পাইতে,O
,চায়,O
Sentence: 1770,দৃষ্টিভঙ্গি,O
,পালডাইলে,O
,জীবন,O
,পালডাইয়া,O
,যাইবে,O
Sentence: 1771,আইজগো,O
,ছুটির,O
,দিন,O
Sentence: 1772,হগলডির,O
,জীবনে,O
,এউক্কা,O
,লক্ষ্য,O
,থাকতে,O
,হইবে,O
Sentence: 1773,লক্ষ্য,O
,ঠিক,O
,কইররা,O
,মোরা,O
,জীবনে,O
,আউগাইয়া,O
,যাইতে,O
,পারি,O
Sentence: 1774,বেবাকেরে,O
,স্বাগতম,O
Sentence: 1775,কেরেস্তাল,O
,ত্যালের,O
,দাম,O
,কমার,O
,লইজ্ঞা,O
,অক্টোবরে,O
,চাহিদা,O
,এট্টু,O
,বাড়ছেলে,O
Sentence: 1776,পেরতেকদিন,O
,খালি,O
,এউক্কা,O
,হোবরি,B-FOOD
,খাইতে,O
,পারেন,O
,বেমালা,O
,উপকার,O
Sentence: 1777,বিভিন্ন,O
,ফলগুলার,B-FOOD
,ভিত্রে,O
,হোবরি,B-FOOD
,অন্যতম,O
,জনপ্রিয়,O
,ফল।,B-FOOD
Sentence: 1778,ওজন,O
,কমাইন্যার,O
,লইজ্ঞা,O
,হোবরি,B-FOOD
,বেমালা,O
,উপকারী।,O
Sentence: 1779,গরমের,O
,দিনে,O
,তাজা,O
,নাহোইল,B-FOOD
,খাওয়া,O
,বেমালা,O
,সুখের।,O
Sentence: 1780,মোর,O
,বাড়ির,O
,পিছে,O
,বেমালা,O
,বড়,O
,এউক্কা,O
,নাহোইল,B-FOOD
,গাছ,O
,আছে,O
Sentence: 1781,হোশ্যায়,O
,কেডা,O
,খাড়াইয়া,O
,আছে,O
Sentence: 1782,মাডির,O
,পাইলা,B-OBJ
,গুলা,O
,বেমালা,O
,সুন্দর।,O
Sentence: 1783,রাওয়ার,B-FOOD
,গোস্ত,I-FOOD
,দিয়া,O
,ভাত,B-FOOD
,খাইতে,O
,মোর,O
,বেমালা,O
,ভালো,O
,লাগে।,O
Sentence: 1784,উশশির,B-FOOD
,শালুন,I-FOOD
,দিয়া,O
,ভাত,B-FOOD
,খাইতে,O
,মোর,O
,ভালো,O
,লাগে,O
,না,O
Sentence: 1785,কোম্বা,B-FOOD
,খাইতে,O
,বেমালা,O
,মজা।,O
Sentence: 1786,কোম্বা,B-FOOD
,বাংলাদেশের,B-LOC
,এউক্কা,O
,জনপ্রিয়,O
,ফল।,B-FOOD
Sentence: 1787,গেরাম,B-LOC
,গোনে,O
,শহরে,B-LOC
,আওয়ার,O
,কালে,O
,ম্যালা,O
,গুলা,O
,ছোলোম,B-FOOD
,কিন্যা,O
,আনবা।,O
Sentence: 1788,তুমি,O
,কি,O
,লকট,B-FOOD
,খাও,O
Sentence: 1789,হ্যায়,O
,ছাদে,O
,বেমালা,O
,গুলা,O
,কইতোর,B-ANI
,পালে,O
Sentence: 1790,মোগো,O
,খামারে,B-ORG
,৫০০০টার,O
,বেশি,O
,মুরহা,B-ANI
,আছে,O
Sentence: 1791,মুই,O
,এউক্কা,O
,মুরহার,B-ANI
,ছাও,I-ANI
,পালি,O
Sentence: 1792,এউক্কা,O
,বিলই,B-ANI
,ছাও,I-ANI
,পালার,O
,বেমালা,O
,ইচ্ছা,O
,মোর,O
Sentence: 1793,মুই,O
,হাতোর,O
,কাটমু,O
,না,O
Sentence: 1794,তুমি,O
,এউক্কা,O
,গোঙ্গা,O
,মাইয়া।,O
Sentence: 1795,বেবাকডি,O
,হাইত্নায়,O
,বইছে,O
Sentence: 1796,উগোইরডা,O
,ময়লা,O
,হইয়া,O
,রইছে।,O
Sentence: 1797,খাডাল,O
,গুলা,O
,মার্বেল,B-OBJ
,পাথর,I-OBJ
,দিয়া,O
,বানাইন্যা,O
Sentence: 1798,গেরামের,B-LOC
,মানে,O
,লাকড়ির,B-OBJ
,চুলা,I-OBJ
,ব্যবহার,O
,করে,O
Sentence: 1799,মুই,O
,দুহারে,O
,হুদা,O
,বাইগুন,B-FOOD
,শালুনের,I-FOOD
,হুররা,I-FOOD
,দিয়া,O
,ভাত,B-FOOD
,খাইছি,O
Sentence: 1800,কদু,B-FOOD
,দিয়া,O
,আর,O
,ইছা,B-FOOD
,মাছের,I-FOOD
,হুররা,I-FOOD
,মোর,O
,বেমালা,O
,প্রিয়,O
,শালুন,B-FOOD
Sentence: 1801,গরমের,O
,দিনে,O
,নাওয়া,O
,ছাড়া,O
,এউক্কা,O
,দিনও,O
,টেহা,O
,কঠিন,O
Sentence: 1802,মুই,O
,গেরামের,B-LOC
,বাড়িতে,I-LOC
,গেলে,O
,পুহুইরে,B-LOC
,নাইতে,O
,যাই,O
Sentence: 1803,আমনেরে,O
,যদি,O
,জিবরায়,O
,পানি,O
,আইন্যা,O
,দেবে,O
,এরহম,O
,এউক্কা,O
,ফলের,B-FOOD
,নাম,O
,কইতে,O
,কওয়া,O
,হয়,O
,হ্যালে,O
,আমনের,O
,মনে,O
,ট্যাঙ্গার,B-FOOD
,নাম,O
,আইবেই,O
Sentence: 1804,ল্যাদাকালে,O
,বাপ,B-REL
,মায়,B-REL
,ট্যাঙ্গা,B-FOOD
,খাইতে,O
,মানা,O
,করে,O
,নাই,O
,এরহম,O
,কাউরে,O
,মনে,O
,হয়না,O
,খুঁইজ্জা,O
,পাওয়া,O
,যাইবে,O
Sentence: 1805,ট্যাঙ্গা,B-FOOD
,খাইলে,O
,বুদ্ধি,O
,কইম্মা,O
,যায়,O
Sentence: 1806,ট্যাঙ্গা,B-FOOD
,লইয়া,O
,খালি,O
,মোগো,O
,দেশে,B-LOC
,না,O
,হারা,O
,উপমহাদেশেই,B-LOC
,বেমালা,O
,ভুল,O
,ধারণা,O
,আছে,O
Sentence: 1807,এইডা,O
,মোর,O
,বাড়ির,O
,উডান,O
Sentence: 1808,ছোডো,O
,গেদুরা,O
,গেরামের,B-LOC
,বাড়ির,O
,উডানে,O
,খেলতেয়াছে,O
Sentence: 1809,এই,O
,গেদুডা,O
,বেমালা,O
,অসুস্থ,O
Sentence: 1810,পেরায়,O
